Size, Seq, Par, Libc
60000, 0.008895, 0.031008, 0.008378
70000, 0.010576, 0.029931, 0.010091
80000, 0.012325, 0.032652, 0.011492
90000, 0.013837, 0.026491, 0.013138
100000, 0.016204, 0.026914, 0.015121
0, 0.000000, 0.000175, 0.000000
10000, 0.005513, 0.075719, 0.005099
20000, 0.011683, 0.090509, 0.005994
30000, 0.019283, 0.058396, 0.005413
40000, 0.005919, 0.028674, 0.005389
50000, 0.007514, 0.028298, 0.006900
60000, 0.009056, 0.035631, 0.008406
70000, 0.010630, 0.020737, 0.009944
80000, 0.012717, 0.025612, 0.011578
90000, 0.037132, 0.035299, 0.013171
100000, 0.035263, 0.034891, 0.014671
0, 0.000000, 0.000192, 0.000001
10000, 0.001453, 0.027862, 0.001526
20000, 0.011422, 0.074681, 0.007524
30000, 0.009782, 0.053060, 0.008405
40000, 0.011356, 0.067316, 0.010037
50000, 0.011276, 0.043537, 0.010810
60000, 0.011812, 0.037589, 0.011414
70000, 0.014163, 0.019760, 0.009986
80000, 0.012305, 0.025669, 0.011790
90000, 0.013999, 0.033426, 0.013054
100000, 0.015425, 0.036403, 0.014697
0, 0.000000, 0.000160, 0.000000
10000, 0.001229, 0.022516, 0.001177
20000, 0.002762, 0.025187, 0.002645
30000, 0.004198, 0.026871, 0.003974
40000, 0.005948, 0.032520, 0.005380
50000, 0.024105, 0.035791, 0.006865
60000, 0.009076, 0.027323, 0.008384
70000, 0.010464, 0.027223, 0.009933
80000, 0.012192, 0.029891, 0.011445
90000, 0.014010, 0.032810, 0.013206
100000, 0.015555, 0.040812, 0.014847
0, 0.000000, 0.000157, 0.000000
10000, 0.001226, 0.028193, 0.001166
20000, 0.011749, 0.101363, 0.010263
30000, 0.012627, 0.074125, 0.010252
40000, 0.007340, 0.032256, 0.005727
50000, 0.007234, 0.029817, 0.006864
60000, 0.008894, 0.028527, 0.008603
70000, 0.010519, 0.031643, 0.009946
80000, 0.012228, 0.033455, 0.011724
90000, 0.013691, 0.034198, 0.013239
100000, 0.015716, 0.028098, 0.014617
0, 0.000000, 0.000153, 0.000000
10000, 0.001270, 0.020158, 0.001175
20000, 0.002687, 0.018318, 0.002534
30000, 0.017389, 0.054747, 0.007320
40000, 0.010412, 0.035118, 0.007221
50000, 0.008262, 0.028366, 0.006872
60000, 0.009075, 0.026017, 0.008565
70000, 0.024050, 0.037584, 0.009946
80000, 0.012387, 0.036027, 0.011803
90000, 0.014253, 0.027287, 0.013146
100000, 0.015515, 0.033881, 0.014727
0, 0.000000, 0.000154, 0.000000
10000, 0.001252, 0.020850, 0.001177
20000, 0.002666, 0.024430, 0.002533
30000, 0.004297, 0.022911, 0.003935
40000, 0.005764, 0.025627, 0.005383
50000, 0.007359, 0.032910, 0.007058
60000, 0.008828, 0.031798, 0.008586
70000, 0.010478, 0.031245, 0.010153
80000, 0.012019, 0.025251, 0.011637
90000, 0.014221, 0.034655, 0.013047
100000, 0.015731, 0.032488, 0.014698
0, 0.000000, 0.000179, 0.000000
10000, 0.001253, 0.022654, 0.001179
20000, 0.002657, 0.026821, 0.002651
30000, 0.004127, 0.025681, 0.003936
40000, 0.006023, 0.030516, 0.005386
50000, 0.026350, 0.048260, 0.009016
60000, 0.009884, 0.029075, 0.008497
70000, 0.011017, 0.031339, 0.010190
80000, 0.011944, 0.032385, 0.011580
90000, 0.013949, 0.031138, 0.013036
100000, 0.015947, 0.032858, 0.014607
0, 0.000000, 0.000184, 0.000000
10000, 0.001260, 0.027063, 0.001174
20000, 0.002747, 0.026567, 0.002526
30000, 0.004130, 0.022350, 0.003984
40000, 0.005848, 0.026587, 0.005382
50000, 0.007305, 0.029875, 0.006915
60000, 0.008964, 0.031036, 0.008368
70000, 0.011081, 0.036618, 0.010049
80000, 0.012241, 0.028301, 0.011575
90000, 0.013918, 0.030707, 0.013294
100000, 0.015585, 0.029087, 0.014665
0, 0.000000, 0.000181, 0.000000
10000, 0.001258, 0.023529, 0.001172
20000, 0.002744, 0.028225, 0.002534
30000, 0.018314, 0.039390, 0.006850
40000, 0.027266, 0.073944, 0.008488
50000, 0.031493, 0.037882, 0.006999
60000, 0.034015, 0.035140, 0.008586
70000, 0.010568, 0.029292, 0.010205
80000, 0.012311, 0.027473, 0.011571
90000, 0.014000, 0.030934, 0.013151
100000, 0.015422, 0.032848, 0.014851
0, 0.000000, 0.000163, 0.000001
10000, 0.001270, 0.023662, 0.001183
20000, 0.002720, 0.024360, 0.002523
30000, 0.004164, 0.027250, 0.003952
40000, 0.005635, 0.033606, 0.005389
50000, 0.023202, 0.034617, 0.007071
60000, 0.008849, 0.031537, 0.008530
70000, 0.010580, 0.024286, 0.010016
80000, 0.012338, 0.022742, 0.011581
90000, 0.013833, 0.030649, 0.013237
100000, 0.015439, 0.033259, 0.014799
0, 0.000000, 0.000184, 0.000000
10000, 0.001258, 0.023042, 0.001169
20000, 0.002711, 0.031005, 0.002519
30000, 0.004313, 0.025386, 0.004023
40000, 0.005708, 0.021462, 0.005435
50000, 0.028268, 0.033499, 0.007724
60000, 0.009041, 0.030240, 0.008376
70000, 0.010437, 0.023951, 0.009976
80000, 0.012408, 0.023426, 0.011480
90000, 0.013848, 0.034078, 0.013146
100000, 0.015357, 0.032298, 0.014691
0, 0.000000, 0.000190, 0.000000
10000, 0.001256, 0.020474, 0.001188
20000, 0.002711, 0.024223, 0.002531
30000, 0.004327, 0.028770, 0.003934
40000, 0.005875, 0.026092, 0.005688
50000, 0.007652, 0.030383, 0.006863
60000, 0.009369, 0.028109, 0.008524
70000, 0.010604, 0.028687, 0.009936
80000, 0.039601, 0.039588, 0.011728
90000, 0.013881, 0.029491, 0.013212
100000, 0.015512, 0.025491, 0.014701
0, 0.000000, 0.000175, 0.000000
10000, 0.001253, 0.018693, 0.001171
20000, 0.002620, 0.029047, 0.002530
30000, 0.004461, 0.023936, 0.003935
40000, 0.005933, 0.021406, 0.005552
50000, 0.007420, 0.031949, 0.006877
60000, 0.009168, 0.030714, 0.008461
70000, 0.010793, 0.028804, 0.010035
80000, 0.012414, 0.032647, 0.011470
90000, 0.025784, 0.031144, 0.013146
100000, 0.015501, 0.026933, 0.014701
0, 0.000000, 0.000202, 0.000001
10000, 0.001256, 0.026296, 0.001174
20000, 0.002715, 0.024049, 0.002526
30000, 0.004384, 0.020252, 0.003935
40000, 0.006050, 0.027087, 0.005487
50000, 0.007525, 0.038728, 0.007072
60000, 0.008972, 0.033995, 0.008572
70000, 0.010724, 0.028163, 0.009973
80000, 0.012389, 0.034940, 0.011509
90000, 0.013801, 0.032738, 0.013032
100000, 0.015784, 0.034701, 0.014649
0, 0.000000, 0.000180, 0.000000
10000, 0.001254, 0.026350, 0.001174
20000, 0.002720, 0.029572, 0.002842
30000, 0.004155, 0.020284, 0.003946
40000, 0.023554, 0.037926, 0.005605
50000, 0.007221, 0.038340, 0.006878
60000, 0.009102, 0.037387, 0.008403
70000, 0.010840, 0.029657, 0.009935
80000, 0.012393, 0.028681, 0.011765
90000, 0.013650, 0.029784, 0.013174
100000, 0.015280, 0.029981, 0.014908
0, 0.000000, 0.000157, 0.000001
10000, 0.005721, 0.103852, 0.005074
20000, 0.011795, 0.098470, 0.010151
30000, 0.012951, 0.068632, 0.010305
40000, 0.010974, 0.047057, 0.009639
50000, 0.009447, 0.028754, 0.006861
60000, 0.009118, 0.027862, 0.008551
70000, 0.010304, 0.020781, 0.010225
80000, 0.012454, 0.028619, 0.011733
90000, 0.013652, 0.033826, 0.013172
100000, 0.015532, 0.031963, 0.014715
0, 0.000000, 0.000183, 0.000000
10000, 0.001238, 0.024096, 0.001174
20000, 0.002681, 0.032522, 0.002530
30000, 0.004143, 0.023477, 0.003933
40000, 0.005827, 0.025916, 0.005463
50000, 0.007549, 0.024671, 0.007009
60000, 0.009236, 0.031393, 0.008635
70000, 0.010560, 0.018742, 0.009932
80000, 0.012364, 0.029208, 0.011441
90000, 0.014136, 0.033042, 0.013177
100000, 0.015508, 0.034094, 0.014847
0, 0.000000, 0.000184, 0.000000
10000, 0.001236, 0.025140, 0.001175
20000, 0.002693, 0.029995, 0.002526
30000, 0.004513, 0.024549, 0.003939
40000, 0.013161, 0.030444, 0.005377
50000, 0.007701, 0.025638, 0.006856
60000, 0.009173, 0.024905, 0.008405
70000, 0.033806, 0.021905, 0.009970
80000, 0.012384, 0.028469, 0.011580
90000, 0.013866, 0.034967, 0.013294
100000, 0.030167, 0.028565, 0.014733
0, 0.000000, 0.000197, 0.000000
10000, 0.001246, 0.020022, 0.001172
20000, 0.002671, 0.028968, 0.002525
30000, 0.004132, 0.034271, 0.003970
40000, 0.005975, 0.024187, 0.005443
50000, 0.007590, 0.026680, 0.007077
60000, 0.009282, 0.032810, 0.008445
70000, 0.010558, 0.027041, 0.010099
80000, 0.033951, 0.033661, 0.011489
90000, 0.013680, 0.033247, 0.013033
100000, 0.015681, 0.029982, 0.014704
0, 0.000000, 0.000160, 0.000000
10000, 0.001238, 0.025701, 0.001172
20000, 0.002754, 0.027191, 0.002523
30000, 0.004364, 0.026991, 0.003933
40000, 0.006009, 0.027291, 0.005382
50000, 0.007406, 0.024931, 0.006927
60000, 0.009259, 0.034651, 0.008432
70000, 0.010496, 0.029048, 0.010012
80000, 0.030956, 0.029995, 0.011548
90000, 0.014125, 0.033333, 0.013247
100000, 0.037982, 0.034756, 0.014643
0, 0.000000, 0.000183, 0.000000
10000, 0.005512, 0.105070, 0.003624
20000, 0.004468, 0.025452, 0.002549
30000, 0.004196, 0.027580, 0.003917
40000, 0.005816, 0.020833, 0.005422
50000, 0.007561, 0.028752, 0.006931
60000, 0.033231, 0.037056, 0.008679
70000, 0.010487, 0.028605, 0.010279
80000, 0.012052, 0.028156, 0.011447
90000, 0.013929, 0.035540, 0.013071
100000, 0.015531, 0.032044, 0.014641
0, 0.000000, 0.000484, 0.000001
10000, 0.004098, 0.076700, 0.003789
20000, 0.008900, 0.073288, 0.008363
30000, 0.013594, 0.075132, 0.012367
40000, 0.014440, 0.067659, 0.012630
50000, 0.013952, 0.067530, 0.013097
60000, 0.011065, 0.037551, 0.008493
70000, 0.011062, 0.026994, 0.010110
80000, 0.012143, 0.030146, 0.011523
90000, 0.014300, 0.028202, 0.013276
100000, 0.015440, 0.027967, 0.014893
0, 0.000000, 0.000263, 0.000000
10000, 0.001257, 0.026121, 0.001171
20000, 0.002702, 0.022927, 0.002534
30000, 0.018318, 0.050750, 0.008145
40000, 0.023485, 0.039532, 0.005706
50000, 0.007480, 0.030418, 0.007004
60000, 0.009194, 0.031705, 0.008449
70000, 0.010728, 0.027977, 0.010230
80000, 0.012001, 0.032016, 0.011509
90000, 0.025227, 0.030427, 0.013040
100000, 0.015488, 0.033831, 0.014646
0, 0.000000, 0.000177, 0.000001
10000, 0.001239, 0.028744, 0.001178
20000, 0.002746, 0.024444, 0.002529
30000, 0.004264, 0.028806, 0.003929
40000, 0.022439, 0.041040, 0.007433
50000, 0.009537, 0.028537, 0.006999
60000, 0.009219, 0.037739, 0.008375
70000, 0.010826, 0.030155, 0.009963
80000, 0.011870, 0.036033, 0.011494
90000, 0.013746, 0.028568, 0.013241
100000, 0.015193, 0.038318, 0.014787
0, 0.000000, 0.000181, 0.000000
10000, 0.001253, 0.025226, 0.001554
20000, 0.002702, 0.035733, 0.002557
30000, 0.004088, 0.029339, 0.004062
40000, 0.005916, 0.024576, 0.005382
50000, 0.007514, 0.022490, 0.006986
60000, 0.009171, 0.029534, 0.008563
70000, 0.010529, 0.030348, 0.010076
80000, 0.012171, 0.031585, 0.011755
90000, 0.038633, 0.041225, 0.013121
100000, 0.015406, 0.037778, 0.014739
0, 0.000000, 0.000580, 0.000001
10000, 0.005431, 0.097684, 0.005082
20000, 0.011776, 0.131033, 0.007578
30000, 0.013857, 0.084945, 0.010967
40000, 0.023552, 0.051828, 0.009954
50000, 0.011015, 0.022590, 0.006884
60000, 0.009145, 0.034058, 0.008473
70000, 0.010949, 0.031610, 0.009930
80000, 0.012414, 0.033808, 0.011538
90000, 0.013667, 0.026049, 0.013041
100000, 0.015791, 0.031878, 0.014871
0, 0.000000, 0.000185, 0.000000
10000, 0.001269, 0.029167, 0.001177
20000, 0.002664, 0.030646, 0.002528
30000, 0.004370, 0.028476, 0.004036
40000, 0.005869, 0.027287, 0.005393
50000, 0.026463, 0.027756, 0.006939
60000, 0.009055, 0.035330, 0.008619
70000, 0.010836, 0.029856, 0.010175
80000, 0.012524, 0.033409, 0.011683
90000, 0.013932, 0.036452, 0.013151
100000, 0.015506, 0.030928, 0.014785
0, 0.000000, 0.000186, 0.000000
10000, 0.001263, 0.015751, 0.001178
20000, 0.002804, 0.027619, 0.002539
30000, 0.004164, 0.028903, 0.003936
40000, 0.005716, 0.030799, 0.005378
50000, 0.007397, 0.032665, 0.006896
60000, 0.008998, 0.033440, 0.008389
70000, 0.010964, 0.027252, 0.009965
80000, 0.012233, 0.032265, 0.011586
90000, 0.013965, 0.027803, 0.013210
100000, 0.015380, 0.029283, 0.014731
0, 0.000000, 0.000157, 0.000000
10000, 0.001275, 0.020074, 0.001174
20000, 0.002806, 0.026846, 0.002640
30000, 0.004168, 0.028534, 0.003936
40000, 0.019907, 0.038032, 0.005691
50000, 0.007238, 0.033199, 0.007112
60000, 0.022262, 0.032051, 0.008494
70000, 0.010474, 0.024224, 0.009973
80000, 0.012049, 0.029124, 0.011541
90000, 0.013742, 0.035005, 0.013115
100000, 0.015462, 0.031428, 0.014695
0, 0.000000, 0.000253, 0.000000
10000, 0.001287, 0.014715, 0.001173
20000, 0.002959, 0.025410, 0.002576
30000, 0.004664, 0.026265, 0.003935
40000, 0.022648, 0.045226, 0.006239
50000, 0.007739, 0.027098, 0.007306
60000, 0.009320, 0.023967, 0.008503
70000, 0.010486, 0.027948, 0.010666
80000, 0.035252, 0.029926, 0.011449
90000, 0.013796, 0.031556, 0.013163
100000, 0.015150, 0.029024, 0.014440
0, 0.000000, 0.000224, 0.000000
10000, 0.001328, 0.008175, 0.001177
20000, 0.002751, 0.028198, 0.002625
30000, 0.004372, 0.033872, 0.004148
40000, 0.005782, 0.031035, 0.005387
50000, 0.007487, 0.025072, 0.007020
60000, 0.008845, 0.028019, 0.008443
70000, 0.010565, 0.035304, 0.010231
80000, 0.012360, 0.029281, 0.011555
90000, 0.013889, 0.033705, 0.013152
100000, 0.015485, 0.031784, 0.014788
0, 0.000001, 0.000186, 0.000001
10000, 0.001270, 0.026432, 0.001180
20000, 0.002748, 0.027115, 0.002530
30000, 0.004375, 0.028859, 0.003939
40000, 0.005883, 0.025691, 0.005382
50000, 0.007517, 0.022742, 0.006865
60000, 0.008883, 0.030605, 0.008390
70000, 0.010508, 0.035647, 0.009951
80000, 0.012255, 0.029250, 0.011635
90000, 0.013729, 0.033633, 0.013122
100000, 0.025809, 0.029073, 0.014725
0, 0.000000, 0.000184, 0.000000
10000, 0.001249, 0.023940, 0.001175
20000, 0.002666, 0.022898, 0.002531
30000, 0.004110, 0.025433, 0.003929
40000, 0.005954, 0.024790, 0.005371
50000, 0.007427, 0.027998, 0.006875
60000, 0.023219, 0.030199, 0.008445
70000, 0.011299, 0.029454, 0.010053
80000, 0.012002, 0.026324, 0.011806
90000, 0.013635, 0.032516, 0.013134
100000, 0.015489, 0.032332, 0.014720
0, 0.000000, 0.000157, 0.000000
10000, 0.001249, 0.024822, 0.001173
20000, 0.002680, 0.023392, 0.002530
30000, 0.019167, 0.083156, 0.007153
40000, 0.008899, 0.037293, 0.008471
50000, 0.011231, 0.039435, 0.007483
60000, 0.009260, 0.027247, 0.008396
70000, 0.010702, 0.025722, 0.010009
80000, 0.012098, 0.031277, 0.011782
90000, 0.014099, 0.033576, 0.013296
100000, 0.015832, 0.035642, 0.014609
0, 0.000018, 0.000478, 0.000001
10000, 0.004139, 0.080515, 0.003807
20000, 0.008839, 0.105267, 0.008248
30000, 0.013442, 0.083403, 0.009723
40000, 0.017916, 0.030754, 0.005437
50000, 0.007498, 0.026867, 0.006953
60000, 0.008879, 0.027766, 0.008629
70000, 0.010609, 0.030259, 0.010003
80000, 0.012123, 0.033451, 0.011617
90000, 0.014022, 0.028903, 0.013281
100000, 0.015609, 0.037246, 0.014828
0, 0.000000, 0.000576, 0.000001
10000, 0.005530, 0.112573, 0.005063
20000, 0.011670, 0.117479, 0.011008
30000, 0.012688, 0.073460, 0.010562
40000, 0.009766, 0.029736, 0.005384
50000, 0.007537, 0.030722, 0.006870
60000, 0.008797, 0.017839, 0.008403
70000, 0.010901, 0.034677, 0.009941
80000, 0.012572, 0.026370, 0.011636
90000, 0.013820, 0.033545, 0.013292
100000, 0.015772, 0.042620, 0.014976
0, 0.000000, 0.000184, 0.000000
10000, 0.001262, 0.029320, 0.001173
20000, 0.002778, 0.026009, 0.002530
30000, 0.004194, 0.021583, 0.004052
40000, 0.005772, 0.033164, 0.005390
50000, 0.007448, 0.036667, 0.006939
60000, 0.008996, 0.022292, 0.008433
70000, 0.010826, 0.026703, 0.010093
80000, 0.012219, 0.038212, 0.011599
90000, 0.013581, 0.036333, 0.013201
100000, 0.015744, 0.029653, 0.014918
0, 0.000000, 0.000132, 0.000000
10000, 0.001291, 0.026432, 0.001172
20000, 0.002707, 0.028340, 0.002522
30000, 0.004354, 0.020531, 0.003946
40000, 0.020822, 0.037905, 0.006357
50000, 0.008581, 0.037807, 0.008378
60000, 0.010386, 0.025289, 0.009793
70000, 0.011294, 0.025061, 0.010377
80000, 0.012277, 0.041512, 0.011500
90000, 0.013825, 0.032070, 0.013099
100000, 0.015274, 0.030052, 0.014571
0, 0.000000, 0.000177, 0.000001
10000, 0.001268, 0.033282, 0.001174
20000, 0.012696, 0.095247, 0.011070
30000, 0.015788, 0.041014, 0.006343
40000, 0.007742, 0.031377, 0.007366
50000, 0.009889, 0.036661, 0.008607
60000, 0.009856, 0.024346, 0.008964
70000, 0.011205, 0.029292, 0.010433
80000, 0.012091, 0.030248, 0.011753
90000, 0.013769, 0.032155, 0.013045
100000, 0.015526, 0.027835, 0.014647
