Size, Seq, Par, Libc
2800000, 0.564428, 0.986717, 0.481945
2800000, 0.539808, 0.843888, 0.474199
2900000, 0.549439, 1.157312, 0.471082
2900000, 0.561127, 1.048106, 0.514777
2900000, 0.574986, 0.869609, 0.497344
2900000, 0.572518, 0.885120, 0.496171
2900000, 0.578688, 0.974831, 0.495283
3000000, 0.575246, 1.085000, 0.496758
3000000, 0.625030, 0.970633, 0.523556
3000000, 0.584791, 0.908805, 0.517862
3000000, 0.572225, 0.837235, 0.514320
3000000, 0.610029, 0.815150, 0.520192
3100000, 0.619811, 0.833999, 0.534246
3100000, 0.595554, 1.181302, 0.531576
3100000, 0.611598, 0.857318, 0.529703
3100000, 0.587204, 1.081137, 0.530317
3100000, 0.604464, 0.895282, 0.528717
3200000, 0.631455, 0.972788, 0.554996
3200000, 0.623923, 0.839745, 0.550998
3200000, 0.638365, 0.968722, 0.551425
3200000, 0.597965, 0.999400, 0.526184
3200000, 0.640261, 0.855572, 0.551782
3300000, 0.617308, 1.249562, 0.548005
3300000, 0.681932, 0.839014, 0.567460
3300000, 0.635835, 0.927137, 0.573176
3300000, 0.654853, 1.001780, 0.572960
3300000, 0.656823, 0.803199, 0.577355
3400000, 0.686402, 0.930807, 0.588738
3400000, 0.661307, 0.878760, 0.567393
3400000, 0.712994, 0.955891, 0.587084
3400000, 0.647289, 1.165435, 0.555892
3400000, 0.648808, 1.285068, 0.589388
3500000, 0.696719, 0.945963, 0.616362
3500000, 0.660141, 1.100141, 0.629882
3500000, 0.694422, 0.929658, 0.608065
3500000, 0.655749, 0.988292, 0.580699
3500000, 0.730997, 0.965555, 0.617473
3600000, 0.709778, 0.938429, 0.623091
3600000, 0.721043, 0.915160, 0.625123
3600000, 0.703961, 0.950127, 0.647953
3600000, 0.701157, 1.169615, 0.597960
3600000, 0.675578, 1.275512, 0.592038
3700000, 0.707055, 1.356306, 0.648032
3700000, 0.733572, 0.957610, 0.644595
3700000, 0.702423, 1.187662, 0.618155
3700000, 0.751879, 0.973482, 0.644827
3700000, 0.695030, 1.190792, 0.619685
3800000, 0.805587, 0.972173, 0.629451
3800000, 0.785663, 0.977026, 0.669280
3800000, 0.776028, 0.977159, 0.669227
3800000, 0.760298, 0.952742, 0.678412
3800000, 0.764626, 1.089023, 0.667180
3900000, 0.782609, 0.995857, 0.687135
3900000, 0.793219, 0.955453, 0.704114
3900000, 0.780532, 0.955468, 0.686181
3900000, 0.779927, 1.011708, 0.678313
3900000, 0.766164, 0.905396, 0.691348
4000000, 0.799429, 1.000680, 0.701629
4000000, 0.780583, 1.238495, 0.710172
4000000, 0.799205, 1.023981, 0.699430
4000000, 0.782016, 1.211324, 0.701202
4000000, 0.756392, 1.077428, 0.703270
4100000, 0.786636, 1.004730, 0.712846
4100000, 0.817327, 1.081451, 0.721482
4100000, 0.782374, 1.190425, 0.687725
4100000, 0.882654, 1.018912, 0.725442
4100000, 0.794814, 1.075845, 0.688742
4200000, 0.858702, 1.155591, 0.734251
4200000, 0.849677, 0.941260, 0.733320
4200000, 0.810123, 1.240751, 0.732558
4200000, 0.811261, 1.290014, 0.705901
4200000, 0.871445, 1.043550, 0.778172
4300000, 0.891444, 1.336255, 0.772383
4300000, 0.874994, 1.171705, 0.807596
4300000, 0.883222, 1.420599, 0.763927
4300000, 0.836165, 1.407048, 0.821384
4300000, 0.868928, 1.368506, 0.759182
4400000, 0.990483, 1.085556, 0.809281
4400000, 0.905975, 1.030395, 0.786143
4400000, 0.868815, 0.996153, 0.783221
4400000, 0.871635, 1.105338, 0.779697
4400000, 0.853118, 1.172177, 0.779132
4500000, 0.906100, 1.057522, 0.806237
4500000, 0.855492, 1.219539, 0.759420
4500000, 0.966979, 1.039981, 0.812560
4500000, 0.910710, 1.010109, 0.804885
4500000, 0.897363, 1.176551, 0.758817
4600000, 0.937522, 1.081613, 0.824501
4600000, 0.940281, 0.967607, 0.825821
4600000, 0.931706, 1.109175, 0.807927
4600000, 0.932200, 1.067099, 0.821773
4600000, 0.927183, 1.106698, 0.823727
4700000, 0.938596, 1.071844, 0.827409
4700000, 0.936672, 1.116640, 0.825331
4700000, 0.946019, 1.096209, 0.841535
4700000, 0.944568, 1.061670, 0.832935
4700000, 0.937229, 1.093956, 0.827486
4800000, 0.970175, 1.089169, 0.863698
4800000, 0.992964, 1.170841, 0.903120
4800000, 1.003645, 1.279130, 0.865255
4800000, 0.965035, 1.622772, 0.912840
4800000, 0.995821, 1.606023, 0.938593
4900000, 0.993531, 1.331375, 0.883289
4900000, 1.001469, 1.085674, 0.868497
4900000, 0.977453, 1.222884, 0.834154
4900000, 0.990744, 1.171157, 0.861102
4900000, 1.011161, 1.095078, 0.904085
5000000, 1.047187, 1.227662, 0.892196
5000000, 1.017827, 1.057807, 0.884542
5000000, 1.005849, 1.105974, 0.887096
5000000, 1.001320, 1.025873, 0.900435
5000000, 1.001627, 1.295993, 0.893159
5100000, 1.041291, 1.185176, 0.903450
5100000, 1.044571, 1.081757, 0.875268
5100000, 1.065256, 1.108454, 0.907543
5100000, 1.011853, 1.263715, 0.906858
5100000, 1.028795, 1.208813, 0.908111
5200000, 1.082647, 1.163975, 0.921652
5200000, 1.072739, 1.156297, 0.924093
5200000, 1.118135, 1.154927, 0.928184
5200000, 1.055638, 1.232536, 0.926552
5200000, 1.027544, 1.331216, 0.929203
5300000, 1.067723, 1.228439, 0.940298
5300000, 1.087385, 1.125054, 0.955405
5300000, 1.093574, 1.197587, 0.947148
5300000, 1.074306, 1.263563, 0.939535
5300000, 1.072627, 1.193559, 0.938854
5400000, 1.081572, 1.199855, 0.963161
5400000, 1.094163, 1.237005, 0.965950
5400000, 1.122650, 1.112869, 0.973843
5400000, 1.091404, 1.136115, 0.964789
5400000, 1.115150, 1.035879, 0.965672
5500000, 1.139000, 1.365611, 0.988978
5500000, 1.144456, 1.118929, 0.979903
5500000, 1.117165, 1.225960, 0.962960
5500000, 1.123649, 1.341456, 0.982894
5500000, 1.071494, 1.478116, 0.930504
5600000, 1.202568, 1.256562, 1.005675
5600000, 1.126072, 1.200505, 0.995947
5600000, 1.148260, 1.119252, 0.999360
5600000, 1.145145, 1.321476, 0.999600
5600000, 1.138363, 1.223188, 1.000311
5700000, 1.174500, 1.200580, 1.039965
5700000, 1.162267, 1.181525, 1.027166
5700000, 1.134776, 1.541707, 1.019990
5700000, 1.111584, 1.428505, 1.021690
5700000, 1.191050, 1.358407, 1.023589
5800000, 1.207087, 1.168879, 1.046448
5800000, 1.170250, 1.290165, 1.047100
5800000, 1.175442, 1.262939, 1.059418
5800000, 1.212726, 1.241864, 1.048722
5800000, 1.125948, 1.518964, 0.989366
5900000, 1.273608, 1.350590, 1.066686
5900000, 1.204003, 1.706719, 1.087728
5900000, 1.210734, 1.253451, 1.066255
5900000, 1.230866, 1.237895, 1.068759
5900000, 1.217240, 1.395755, 1.081420
6000000, 1.250403, 1.459147, 1.094079
6000000, 1.187969, 1.886713, 1.130716
6000000, 1.266762, 1.983038, 1.197645
6000000, 1.198977, 1.735964, 1.027302
6000000, 1.332776, 1.260179, 1.071855
6100000, 1.254182, 1.339566, 1.097783
6100000, 1.251798, 1.243465, 1.116208
6100000, 1.265857, 1.212269, 1.102149
6100000, 1.274803, 1.271790, 1.108616
6100000, 1.257577, 1.423091, 1.100792
6200000, 1.290993, 1.293796, 1.131305
6200000, 1.236528, 1.524971, 1.061634
6200000, 1.328448, 1.290774, 1.116952
6200000, 1.270152, 1.500819, 1.108255
6200000, 1.253029, 1.534005, 1.056480
6300000, 1.350706, 2.581190, 1.133228
6300000, 1.263476, 1.601122, 1.077484
6300000, 1.265730, 1.881817, 1.116672
6300000, 1.268721, 1.613770, 1.136513
6300000, 1.326948, 1.436163, 1.174431
6400000, 1.338603, 1.481574, 1.175964
6400000, 1.244889, 1.694537, 1.187488
6400000, 1.302100, 1.554562, 1.118300
6400000, 1.352574, 1.426758, 1.171918
6400000, 1.350951, 1.462932, 1.160825
6500000, 1.281951, 1.698087, 1.177530
6500000, 1.339281, 1.363402, 1.189910
6500000, 1.268350, 1.741641, 1.113451
6500000, 1.370325, 1.306877, 1.186027
6500000, 1.315017, 1.405763, 1.177128
6600000, 1.339081, 1.394493, 1.216788
6600000, 1.391404, 1.338875, 1.201068
6600000, 1.353725, 1.558851, 1.194431
6600000, 1.357471, 1.473695, 1.200887
6600000, 1.360621, 1.477063, 1.208731
6700000, 1.369070, 1.437857, 1.234547
6700000, 1.406024, 1.465829, 1.239471
6700000, 1.380244, 1.479414, 1.236879
6700000, 1.352024, 1.543427, 1.230567
6700000, 1.378883, 1.431690, 1.211891
6800000, 1.390789, 1.459836, 1.264930
6800000, 1.413048, 1.350149, 1.230922
6800000, 1.425816, 1.478966, 1.241531
6800000, 1.449532, 1.340121, 1.238113
6800000, 1.398024, 1.367741, 1.174655
6900000, 1.437540, 1.620801, 1.257409
6900000, 1.426964, 1.484990, 1.271571
6900000, 1.390507, 1.620193, 1.272054
6900000, 1.346091, 1.890546, 1.263208
6900000, 1.369158, 1.662829, 1.258092
7000000, 1.422316, 1.444183, 1.273240
7000000, 1.482897, 1.459312, 1.283338
7000000, 1.489761, 1.373152, 1.329363
7000000, 1.523924, 1.354912, 1.279653
7000000, 1.428057, 1.396838, 1.289641
7100000, 1.456394, 1.371982, 1.308630
7100000, 1.466778, 1.564855, 1.320741
7100000, 1.459674, 1.497913, 1.296247
7100000, 1.446645, 1.701703, 1.318769
7100000, 1.495221, 1.504457, 1.297471
7200000, 1.462232, 1.476610, 1.308598
7200000, 1.464458, 1.606734, 1.324975
7200000, 1.516122, 1.544986, 1.329025
7200000, 1.502570, 1.504133, 1.335866
7200000, 1.402693, 1.858785, 1.329489
7300000, 1.496083, 1.550717, 1.341026
7300000, 1.521528, 1.518122, 1.338328
7300000, 1.557581, 1.485751, 1.347747
7300000, 1.472419, 1.838197, 1.382243
7300000, 1.548070, 1.350545, 1.320429
7400000, 1.483431, 1.808677, 1.307096
7400000, 1.708625, 1.848024, 1.375020
7400000, 1.523191, 1.518785, 1.366475
7400000, 1.527555, 1.642334, 1.515915
7400000, 1.749736, 1.936611, 1.382432
7500000, 1.502865, 1.853611, 1.312238
7500000, 1.519714, 2.201766, 1.303403
7500000, 1.634484, 1.584637, 1.373928
7500000, 1.534728, 1.558174, 1.399653
7500000, 1.551453, 1.604136, 1.321806
7600000, 1.629547, 1.744417, 1.415803
7600000, 1.593153, 1.506494, 1.402097
7600000, 1.551347, 1.600845, 1.469183
7600000, 1.651730, 1.621798, 1.443921
7600000, 1.576036, 1.621163, 1.425368
7700000, 1.587651, 1.717647, 1.428430
7700000, 1.606326, 1.831206, 1.439888
7700000, 1.566170, 1.817922, 1.448781
7700000, 1.589375, 1.831522, 1.442256
7700000, 1.635137, 2.085360, 1.477578
7800000, 1.629444, 1.770190, 1.587398
7800000, 1.678933, 1.507277, 1.438210
7800000, 1.627072, 1.593151, 1.448780
7800000, 1.619909, 1.543007, 1.462101
7800000, 1.628771, 1.647342, 1.468426
7900000, 1.641187, 1.765894, 1.468722
7900000, 1.642052, 1.759475, 1.486702
7900000, 1.699826, 1.760812, 1.472445
7900000, 1.570575, 1.807145, 1.546396
7900000, 1.596633, 2.061714, 1.375293
8000000, 1.635528, 3.719147, 1.402452
8000000, 1.735815, 1.788518, 1.509816
8000000, 1.655502, 1.947226, 1.565534
8000000, 1.692437, 1.739381, 1.473579
8000000, 1.617273, 1.964141, 1.475482
8100000, 1.714364, 1.696819, 1.504560
8100000, 1.606138, 1.994087, 1.414636
8100000, 1.801833, 1.788664, 1.546639
8100000, 1.746290, 1.541692, 1.504273
8100000, 1.666743, 1.595069, 1.478466
8200000, 1.709698, 2.172419, 1.459654
8200000, 1.647483, 2.392715, 1.430896
8200000, 1.805417, 1.609199, 1.583502
8200000, 1.781142, 1.644479, 1.525216
8200000, 1.715799, 1.837049, 1.525920
8300000, 1.719799, 1.573846, 1.564902
8300000, 1.743727, 1.689562, 1.525679
8300000, 1.744606, 1.610247, 1.512637
8300000, 1.675531, 2.168289, 1.621667
8300000, 1.774720, 1.667833, 1.658566
8400000, 1.918417, 1.679531, 1.549398
8400000, 1.769754, 1.571791, 1.537480
8400000, 1.748987, 1.654131, 1.521265
8400000, 1.753101, 1.807021, 1.557788
8400000, 1.666429, 1.937807, 1.558347
8500000, 1.790896, 1.557881, 1.569287
8500000, 1.750939, 1.752762, 1.570588
8500000, 1.788082, 1.636101, 1.562790
8500000, 1.785682, 1.596468, 1.552933
8500000, 1.782498, 1.757024, 1.573891
8600000, 1.842705, 1.591817, 1.601186
8600000, 1.775079, 1.800527, 1.595156
8600000, 1.766240, 1.739304, 1.589364
8600000, 1.770871, 1.682683, 1.503938
8600000, 1.883607, 1.741039, 1.596935
8700000, 1.811446, 1.655001, 1.617150
8700000, 1.816243, 1.773626, 1.613974
8700000, 1.806233, 1.740441, 1.692248
8700000, 1.792201, 1.763195, 1.639081
8700000, 1.838810, 1.791626, 1.612337
8800000, 1.833536, 1.743159, 1.627702
8800000, 1.802200, 1.778008, 1.627651
8800000, 1.767416, 2.237854, 1.637676
8800000, 1.833935, 1.768940, 1.632397
8800000, 1.840595, 1.839031, 1.631147
8900000, 1.858004, 1.788993, 1.652635
8900000, 1.854238, 1.700595, 1.651634
8900000, 1.890138, 1.895933, 1.655302
8900000, 1.829774, 1.756279, 1.644558
8900000, 1.855021, 1.717613, 1.660174
9000000, 1.862039, 1.832188, 1.663390
9000000, 1.880526, 1.679223, 1.670419
9000000, 1.906660, 1.870415, 1.668160
9000000, 1.869879, 1.760193, 1.666391
9000000, 1.884569, 1.870026, 1.667491
9100000, 1.898984, 1.750920, 1.679308
9100000, 1.965889, 1.693885, 1.693206
9100000, 1.962594, 1.723282, 1.665773
9100000, 1.879375, 1.686349, 1.698300
9100000, 1.876763, 1.820005, 1.687536
9200000, 1.935011, 1.749307, 1.700444
9200000, 1.874206, 2.066982, 1.695531
9200000, 1.902555, 1.908712, 1.711025
9200000, 1.956165, 1.975914, 1.703616
9200000, 1.953087, 1.852977, 1.727735
9300000, 1.903763, 1.743629, 1.724112
9300000, 1.876028, 2.062593, 1.638131
9300000, 2.100599, 1.843505, 1.721134
9300000, 1.946390, 1.852691, 1.720474
9300000, 1.997432, 2.048446, 1.720242
9400000, 2.028925, 1.840831, 1.753185
9400000, 1.940165, 2.161497, 1.739672
9400000, 2.009593, 1.850239, 1.743785
9400000, 1.898823, 2.133670, 1.736856
9400000, 1.992352, 2.031769, 1.750542
9500000, 2.003695, 1.791311, 1.704598
9500000, 2.047499, 1.933782, 1.766474
9500000, 2.011689, 2.001311, 1.767738
9500000, 1.981490, 1.778899, 1.752761
9500000, 2.084010, 1.790282, 1.754042
9600000, 2.048730, 1.738247, 1.826351
9600000, 2.178324, 1.960481, 1.795040
9600000, 2.044590, 1.822869, 1.784281
9600000, 1.916285, 2.171511, 1.790188
9600000, 2.034414, 1.810306, 1.790925
9700000, 2.058868, 1.767792, 1.777514
9700000, 2.062209, 1.879047, 1.813285
9700000, 2.048810, 1.796053, 1.799031
9700000, 2.037947, 1.829616, 1.832250
9700000, 2.067888, 1.871239, 1.803780
9800000, 2.070852, 1.969909, 1.824647
9800000, 2.102569, 2.118528, 1.845110
9800000, 1.967742, 2.194114, 1.738893
9800000, 2.071653, 2.620201, 1.828664
9800000, 2.025885, 1.717716, 1.815523
9900000, 2.149421, 2.042017, 2.025313
9900000, 2.147635, 1.950880, 1.917537
9900000, 2.484571, 2.072774, 1.883468
9900000, 2.495809, 1.959731, 1.966045
9900000, 2.284323, 2.146784, 2.022526
10000000, 2.390287, 2.239441, 2.058660
10000000, 2.321319, 1.956432, 2.050987
10000000, 2.043878, 2.517625, 2.017256
10000000, 2.308658, 2.165065, 2.054410
10000000, 2.309293, 2.039066, 1.977587
