Size, Seq, Par, Libc
0, 0.000000, 0.000476, 0.000000
0, 0.000001, 0.000449, 0.000001
0, 0.000000, 0.000420, 0.000001
0, 0.000000, 0.001805, 0.000001
0, 0.000001, 0.001057, 0.000001
100000, 0.013920, 0.606884, 0.012738
100000, 0.015080, 0.791154, 0.013739
100000, 0.014800, 0.642576, 0.012891
100000, 0.016022, 0.832859, 0.012280
100000, 0.015496, 0.917365, 0.012002
200000, 0.031015, 0.899116, 0.031028
200000, 0.032614, 0.875440, 0.029085
200000, 0.035911, 1.133683, 0.028125
200000, 0.033692, 1.145122, 0.026850
200000, 0.033290, 0.885908, 0.027143
300000, 0.054676, 0.808378, 0.041261
300000, 0.046477, 0.853228, 0.039788
300000, 0.050087, 1.208561, 0.044066
300000, 0.052692, 0.893867, 0.048249
300000, 0.058142, 0.844396, 0.042645
400000, 0.070820, 0.772591, 0.060827
400000, 0.068759, 0.810051, 0.062896
400000, 0.069240, 0.909567, 0.061291
400000, 0.072821, 1.118248, 0.060431
400000, 0.066155, 1.093220, 0.058912
500000, 0.091718, 0.943135, 0.077925
500000, 0.082171, 0.911974, 0.069118
500000, 0.092904, 1.025888, 0.075044
500000, 0.081622, 0.943945, 0.072797
500000, 0.086526, 0.819609, 0.074118
600000, 0.110886, 0.872967, 0.088866
600000, 0.100928, 0.807046, 0.092572
600000, 0.102095, 1.142080, 0.089130
600000, 0.111060, 0.815184, 0.094787
600000, 0.109586, 0.778557, 0.089668
700000, 0.127171, 1.264042, 0.111738
700000, 0.133646, 1.016976, 0.107088
700000, 0.136885, 1.075744, 0.110909
700000, 0.115070, 0.950646, 0.105346
700000, 0.130520, 0.964579, 0.105980
800000, 0.138971, 0.516383, 0.124442
800000, 0.146875, 0.738012, 0.126856
800000, 0.140784, 0.817481, 0.123825
800000, 0.145744, 0.769084, 0.127966
800000, 0.141955, 1.046849, 0.125454
900000, 0.165850, 1.050084, 0.144888
900000, 0.161859, 0.809920, 0.146287
900000, 0.162047, 0.890478, 0.137659
900000, 0.173645, 1.069795, 0.139955
900000, 0.172004, 0.913274, 0.146153
1000000, 0.183814, 0.919415, 0.161877
1000000, 0.187275, 0.894686, 0.162653
1000000, 0.181872, 1.406626, 0.160086
1000000, 0.173832, 0.936301, 0.157491
1000000, 0.186624, 0.797575, 0.160342
1100000, 0.205412, 0.769141, 0.169951
1100000, 0.209843, 0.808422, 0.177367
1100000, 0.213656, 0.839657, 0.177708
1100000, 0.195898, 1.089277, 0.172329
1100000, 0.196776, 0.867656, 0.167789
1200000, 0.212076, 1.058743, 0.182629
1200000, 0.237781, 0.851957, 0.182547
1200000, 0.232539, 0.779809, 0.196984
1200000, 0.228355, 0.770001, 0.194312
1200000, 0.211141, 0.776201, 0.193178
1300000, 0.246138, 0.800536, 0.208878
1300000, 0.248500, 0.875861, 0.210124
1300000, 0.232840, 0.907613, 0.199735
1300000, 0.245476, 1.080790, 0.208575
1300000, 0.242448, 0.873858, 0.207154
1400000, 0.262245, 0.919221, 0.225821
1400000, 0.264692, 0.909778, 0.228747
1400000, 0.257971, 0.814972, 0.230117
1400000, 0.256278, 0.994510, 0.224071
1400000, 0.263682, 0.842760, 0.217705
1500000, 0.264848, 0.963876, 0.250261
1500000, 0.291050, 0.925556, 0.254701
1500000, 0.293989, 0.903940, 0.246308
1500000, 0.284826, 0.838115, 0.242827
1500000, 0.280167, 0.867473, 0.245670
1600000, 0.289919, 1.113797, 0.269247
1600000, 0.309411, 0.810815, 0.260594
1600000, 0.328609, 0.952487, 0.264839
1600000, 0.299842, 0.870315, 0.271164
1600000, 0.283853, 0.983589, 0.246515
1700000, 0.329658, 0.831243, 0.285379
1700000, 0.302903, 0.856320, 0.266613
1700000, 0.336850, 0.844178, 0.269710
1700000, 0.345081, 0.880672, 0.288967
1700000, 0.329506, 0.959665, 0.282855
1800000, 0.350098, 0.882128, 0.305220
1800000, 0.348002, 0.917938, 0.301215
1800000, 0.345681, 0.785569, 0.296070
1800000, 0.340399, 0.819792, 0.296707
1800000, 0.321194, 0.880634, 0.299345
1900000, 0.375111, 1.002482, 0.309234
1900000, 0.377333, 0.858840, 0.325195
1900000, 0.343280, 0.965495, 0.301691
1900000, 0.339886, 0.890758, 0.314949
1900000, 0.349028, 0.888193, 0.307481
2000000, 0.392271, 0.905128, 0.331806
2000000, 0.401763, 0.941820, 0.341571
2000000, 0.383104, 0.843794, 0.339759
2000000, 0.384070, 0.930788, 0.332685
2000000, 0.382858, 0.864689, 0.338939
