Size, Seq, Par, Libc
0, 0.000000, 0.000555, 0.000001
0, 0.000001, 0.000447, 0.000001
0, 0.000000, 0.000866, 0.000001
0, 0.000000, 0.000983, 0.000000
0, 0.000000, 0.000453, 0.000000
10000000, 2.111081, 1.826682, 1.872759
10000000, 2.105495, 1.982029, 1.893132
10000000, 2.090278, 1.725583, 1.878710
10000000, 2.085726, 1.744371, 1.876664
10000000, 2.085122, 1.971781, 1.871435
20000000, 4.322945, 3.453781, 4.443455
20000000, 4.360274, 3.587171, 3.900711
20000000, 4.445773, 3.259377, 3.899674
20000000, 4.261041, 4.207190, 3.954183
20000000, 4.376960, 3.350252, 3.876164
30000000, 6.396112, 4.707162, 7.590427
30000000, 6.787196, 4.709781, 6.086411
30000000, 6.664918, 4.703940, 6.030456
30000000, 6.717681, 4.469568, 6.024830
30000000, 6.861871, 4.768233, 6.029046
40000000, 9.081042, 6.276571, 9.717785
40000000, 9.231868, 6.320872, 8.131457
40000000, 9.049934, 6.210017, 8.136308
40000000, 8.970127, 5.966969, 8.097032
40000000, 9.210936, 6.195995, 8.009899
50000000, 11.402122, 7.184573, 11.577761
50000000, 11.209344, 7.636541, 10.079264
50000000, 11.283310, 7.507482, 10.056779
50000000, 11.350101, 7.442368, 10.076961
50000000, 11.234790, 7.382669, 10.103246
60000000, 13.717413, 9.265752, 13.916732
60000000, 13.743174, 8.848778, 12.321372
60000000, 13.574856, 9.134608, 12.365283
60000000, 13.839053, 8.850388, 12.156077
60000000, 13.737058, 8.961899, 12.252005
70000000, 15.948948, 10.124133, 15.868623
70000000, 16.439478, 10.443307, 14.403440
70000000, 16.084713, 11.056846, 14.710291
70000000, 15.968470, 10.309191, 15.068566
70000000, 17.261397, 11.666238, 15.743780
80000000, 20.150187, 13.163796, 19.103016
80000000, 19.044283, 12.384616, 17.282664
80000000, 19.153352, 12.211227, 17.202843
80000000, 18.840704, 12.763559, 17.025394
80000000, 19.315217, 12.362350, 17.192305
90000000, 21.482427, 13.921363, 20.720290
90000000, 21.501640, 13.956918, 19.361036
90000000, 21.227177, 14.161737, 19.155045
90000000, 21.837912, 13.308187, 19.354117
90000000, 21.180879, 14.141497, 19.107178
100000000, 24.320514, 15.361421, 23.156695
100000000, 23.637692, 15.706662, 21.395367
100000000, 24.079590, 15.691935, 21.434802
100000000, 27.089226, 14.527134, 21.408307
100000000, 23.238588, 15.310857, 21.124590
