Size, Seq, Par, Libc
1200000, 0.191863, 0.180367, 0.186253
1400000, 0.222408, 0.204531, 0.222788
1600000, 0.266762, 0.240654, 0.254769
1800000, 0.291166, 0.269718, 0.289093
2000000, 0.323125, 0.300834, 0.324321
2200000, 0.363821, 0.317735, 0.359312
2400000, 0.399483, 0.347702, 0.392593
0, 0.000000, 0.000173, 0.000001
200000, 0.045986, 0.037837, 0.027557
400000, 0.060251, 0.065243, 0.057842
600000, 0.091355, 0.095814, 0.088629
800000, 0.137435, 0.121950, 0.120739
1000000, 0.155778, 0.153176, 0.153299
1200000, 0.191963, 0.175275, 0.186995
1400000, 0.227555, 0.203073, 0.221539
1600000, 0.272227, 0.241395, 0.253956
1800000, 0.300488, 0.273752, 0.287350
2000000, 0.334526, 0.290223, 0.325532
2200000, 0.362495, 0.323807, 0.356505
2400000, 0.400524, 0.354952, 0.395625
0, 0.000000, 0.000171, 0.000000
200000, 0.045955, 0.035187, 0.027644
400000, 0.065958, 0.064869, 0.057623
600000, 0.091392, 0.094988, 0.088797
800000, 0.125028, 0.124423, 0.120839
1000000, 0.160477, 0.152718, 0.153734
1200000, 0.201200, 0.184479, 0.186736
1400000, 0.225178, 0.199529, 0.220268
1600000, 0.269572, 0.229821, 0.254255
1800000, 0.294205, 0.266149, 0.288504
2000000, 0.331423, 0.298780, 0.321779
2200000, 0.360708, 0.324429, 0.358307
2400000, 0.401936, 0.360387, 0.390611
0, 0.000000, 0.000173, 0.000000
200000, 0.028091, 0.036030, 0.027635
400000, 0.059717, 0.064853, 0.057864
600000, 0.092323, 0.095726, 0.089043
800000, 0.140930, 0.125178, 0.121053
1000000, 0.160809, 0.149142, 0.153241
1200000, 0.191605, 0.175281, 0.186475
1400000, 0.225518, 0.211764, 0.220368
1600000, 0.258976, 0.243941, 0.253347
1800000, 0.295753, 0.267965, 0.288196
2000000, 0.327114, 0.290774, 0.328646
2200000, 0.365636, 0.327344, 0.359400
2400000, 0.400811, 0.352916, 0.393119
0, 0.000000, 0.000174, 0.000000
200000, 0.028040, 0.038432, 0.027678
400000, 0.069848, 0.064972, 0.057712
600000, 0.091047, 0.089451, 0.088796
800000, 0.122366, 0.123907, 0.122041
1000000, 0.162250, 0.151166, 0.153679
1200000, 0.205499, 0.176901, 0.186533
1400000, 0.227058, 0.208095, 0.221082
1600000, 0.260277, 0.242713, 0.254130
1800000, 0.291487, 0.267125, 0.290643
2000000, 0.329766, 0.292177, 0.347855
2200000, 0.393628, 0.326836, 0.356785
2400000, 0.404134, 0.358461, 0.392222
0, 0.000000, 0.000146, 0.000001
200000, 0.036964, 0.039554, 0.027645
400000, 0.080947, 0.063550, 0.058000
600000, 0.097521, 0.094161, 0.088690
800000, 0.144823, 0.120113, 0.120679
1000000, 0.155419, 0.151160, 0.154403
1200000, 0.189688, 0.175544, 0.186621
1400000, 0.224088, 0.211551, 0.219986
1600000, 0.258249, 0.237261, 0.254448
1800000, 0.292534, 0.264343, 0.288180
2000000, 0.328716, 0.297677, 0.321534
2200000, 0.372110, 0.318202, 0.358057
2400000, 0.399907, 0.354059, 0.392126
0, 0.000000, 0.000175, 0.000000
200000, 0.028612, 0.039822, 0.031792
400000, 0.063113, 0.064800, 0.058943
600000, 0.096512, 0.093175, 0.088922
800000, 0.123567, 0.121938, 0.120921
1000000, 0.158070, 0.149646, 0.155298
1200000, 0.190655, 0.178965, 0.186506
1400000, 0.233326, 0.201282, 0.220374
1600000, 0.264204, 0.238972, 0.253572
1800000, 0.297685, 0.276979, 0.289971
2000000, 0.340475, 0.288264, 0.321764
2200000, 0.362081, 0.318122, 0.362281
2400000, 0.402170, 0.353278, 0.391299
0, 0.000000, 0.000134, 0.000000
200000, 0.043775, 0.037913, 0.027604
400000, 0.079405, 0.066316, 0.057563
600000, 0.092967, 0.090464, 0.089760
800000, 0.128477, 0.119798, 0.120490
1000000, 0.158505, 0.150959, 0.154347
1200000, 0.192424, 0.184516, 0.186793
1400000, 0.226003, 0.212867, 0.222476
1600000, 0.260549, 0.240832, 0.253634
1800000, 0.291135, 0.263940, 0.288712
2000000, 0.332665, 0.293767, 0.324004
2200000, 0.370628, 0.334956, 0.358421
2400000, 0.400878, 0.360026, 0.392038
0, 0.000001, 0.000193, 0.000001
200000, 0.028608, 0.039085, 0.028362
400000, 0.059571, 0.065847, 0.058399
600000, 0.089635, 0.091445, 0.088750
800000, 0.140254, 0.119237, 0.121226
1000000, 0.157190, 0.153350, 0.153986
1200000, 0.193786, 0.177709, 0.188167
1400000, 0.229546, 0.212604, 0.220903
1600000, 0.264689, 0.239291, 0.255124
1800000, 0.289530, 0.261313, 0.289630
2000000, 0.326229, 0.294318, 0.324221
2200000, 0.365099, 0.332410, 0.358366
2400000, 0.398167, 0.355762, 0.394942
0, 0.000000, 0.000159, 0.000000
200000, 0.027870, 0.034539, 0.027986
400000, 0.082011, 0.064502, 0.057618
600000, 0.091191, 0.092555, 0.088886
800000, 0.121872, 0.119779, 0.120604
1000000, 0.156497, 0.148521, 0.154185
1200000, 0.201697, 0.173762, 0.186291
1400000, 0.226980, 0.212988, 0.220964
1600000, 0.258926, 0.241982, 0.254615
1800000, 0.299367, 0.259879, 0.288151
2000000, 0.334466, 0.288558, 0.322566
2200000, 0.361933, 0.323655, 0.358222
2400000, 0.404018, 0.342049, 0.392074
0, 0.000000, 0.000168, 0.000000
200000, 0.028813, 0.037079, 0.027971
400000, 0.059283, 0.064504, 0.057509
600000, 0.110953, 0.092296, 0.088853
800000, 0.124556, 0.126491, 0.120756
1000000, 0.172381, 0.144711, 0.153918
1200000, 0.195206, 0.179086, 0.186227
1400000, 0.232819, 0.208437, 0.222772
1600000, 0.258401, 0.242775, 0.253912
1800000, 0.296059, 0.267848, 0.287469
2000000, 0.331749, 0.292090, 0.324973
2200000, 0.367323, 0.316673, 0.357922
2400000, 0.397429, 0.347882, 0.391718
0, 0.000000, 0.000147, 0.000000
200000, 0.027849, 0.038525, 0.027842
400000, 0.079040, 0.068413, 0.057738
600000, 0.090841, 0.091201, 0.088817
800000, 0.140299, 0.123776, 0.121478
1000000, 0.157133, 0.150984, 0.153990
1200000, 0.194365, 0.177784, 0.187384
1400000, 0.226772, 0.206540, 0.222291
1600000, 0.260633, 0.242385, 0.253752
1800000, 0.295050, 0.257741, 0.287278
2000000, 0.327874, 0.297949, 0.324072
2200000, 0.371367, 0.333934, 0.357747
2400000, 0.402899, 0.355007, 0.392628
0, 0.000000, 0.000175, 0.000000
200000, 0.027680, 0.039752, 0.027558
400000, 0.060406, 0.064181, 0.057617
600000, 0.091902, 0.090493, 0.088887
800000, 0.122798, 0.123327, 0.120639
1000000, 0.156873, 0.157637, 0.153277
1200000, 0.193015, 0.177633, 0.186223
1400000, 0.227465, 0.212839, 0.220447
1600000, 0.254995, 0.235442, 0.254294
1800000, 0.302281, 0.267764, 0.287986
2000000, 0.334185, 0.301537, 0.323219
2200000, 0.381387, 0.315944, 0.357697
2400000, 0.396495, 0.357113, 0.394644
0, 0.000000, 0.000424, 0.000001
200000, 0.053902, 0.035493, 0.027877
400000, 0.060106, 0.065632, 0.058533
600000, 0.090336, 0.096004, 0.088949
800000, 0.125831, 0.120641, 0.121108
1000000, 0.158612, 0.149249, 0.154126
1200000, 0.188980, 0.187463, 0.187367
1400000, 0.223639, 0.209389, 0.220441
1600000, 0.261120, 0.235622, 0.254175
1800000, 0.295716, 0.273537, 0.290228
2000000, 0.332522, 0.286530, 0.322937
2200000, 0.366246, 0.324931, 0.358717
2400000, 0.394631, 0.363337, 0.392973
0, 0.000000, 0.000350, 0.000001
200000, 0.044968, 0.037547, 0.027525
400000, 0.067067, 0.064158, 0.057682
600000, 0.110100, 0.089931, 0.088778
800000, 0.126609, 0.125120, 0.121192
1000000, 0.157099, 0.142969, 0.153253
1200000, 0.193988, 0.180339, 0.186707
1400000, 0.224470, 0.212832, 0.221544
1600000, 0.259294, 0.240082, 0.255101
1800000, 0.291089, 0.261828, 0.288800
2000000, 0.327556, 0.286505, 0.323785
2200000, 0.371583, 0.318381, 0.358192
2400000, 0.392613, 0.362440, 0.392101
