Size, Seq, Par, Libc
800000, 0.122506, 0.120547, 0.120745
900000, 0.140929, 0.132809, 0.136524
1000000, 0.168992, 0.150726, 0.153323
1100000, 0.171544, 0.164675, 0.170085
1200000, 0.187517, 0.185189, 0.188066
1300000, 0.205775, 0.190919, 0.203385
1400000, 0.226642, 0.207094, 0.221857
1500000, 0.244399, 0.228328, 0.238242
1600000, 0.269350, 0.245639, 0.254716
1700000, 0.279462, 0.252130, 0.272305
1800000, 0.292347, 0.260334, 0.287493
1900000, 0.314105, 0.277171, 0.306160
2000000, 0.333807, 0.291946, 0.323288
0, 0.000000, 0.000179, 0.000000
100000, 0.029526, 0.025601, 0.013395
200000, 0.028966, 0.036954, 0.027847
300000, 0.064796, 0.049456, 0.043028
400000, 0.059386, 0.060213, 0.057477
500000, 0.096354, 0.081849, 0.073361
600000, 0.091094, 0.092410, 0.088815
700000, 0.108878, 0.108741, 0.105411
800000, 0.126724, 0.121788, 0.121344
900000, 0.138073, 0.139545, 0.137368
1000000, 0.154355, 0.154144, 0.153893
1100000, 0.173500, 0.160694, 0.170751
1200000, 0.190683, 0.179107, 0.188049
1300000, 0.209165, 0.192434, 0.203283
1400000, 0.222109, 0.209025, 0.220403
1500000, 0.244146, 0.223460, 0.238640
1600000, 0.266099, 0.240749, 0.256124
1700000, 0.276773, 0.246939, 0.271783
1800000, 0.298980, 0.275625, 0.287381
1900000, 0.310643, 0.277538, 0.304989
2000000, 0.330016, 0.298084, 0.322244
0, 0.000000, 0.000176, 0.000000
100000, 0.013714, 0.023054, 0.013470
200000, 0.029507, 0.036958, 0.027958
300000, 0.066308, 0.052961, 0.042460
400000, 0.057797, 0.066354, 0.057776
500000, 0.074356, 0.080005, 0.073214
600000, 0.110904, 0.090402, 0.088895
700000, 0.110765, 0.105245, 0.105366
800000, 0.126144, 0.118255, 0.122601
900000, 0.142908, 0.138457, 0.137383
1000000, 0.155628, 0.148569, 0.154134
1100000, 0.174468, 0.170799, 0.170446
1200000, 0.191119, 0.178580, 0.188797
1300000, 0.208589, 0.198792, 0.203622
1400000, 0.226405, 0.199502, 0.221906
1500000, 0.239029, 0.213975, 0.237973
1600000, 0.259236, 0.238454, 0.253118
1700000, 0.279874, 0.253347, 0.271955
1800000, 0.297073, 0.273442, 0.288506
1900000, 0.312443, 0.277933, 0.307671
2000000, 0.330534, 0.285525, 0.325403
0, 0.000000, 0.000153, 0.000000
100000, 0.013465, 0.023296, 0.013502
200000, 0.027940, 0.033776, 0.027586
300000, 0.043349, 0.050606, 0.042718
400000, 0.058541, 0.066215, 0.057676
500000, 0.099265, 0.080966, 0.073203
600000, 0.092795, 0.092706, 0.089090
700000, 0.106454, 0.111199, 0.105153
800000, 0.123316, 0.117519, 0.122351
900000, 0.139018, 0.133841, 0.137061
1000000, 0.155750, 0.150855, 0.154069
1100000, 0.170992, 0.171395, 0.169670
1200000, 0.190359, 0.172239, 0.187277
1300000, 0.208650, 0.190874, 0.202843
1400000, 0.226736, 0.216724, 0.219867
1500000, 0.249269, 0.222086, 0.237642
1600000, 0.257887, 0.238873, 0.254230
1700000, 0.278850, 0.255273, 0.272862
1800000, 0.297638, 0.272147, 0.287545
1900000, 0.310737, 0.285173, 0.305869
2000000, 0.329261, 0.290783, 0.324140
0, 0.000000, 0.000163, 0.000000
100000, 0.013665, 0.024790, 0.013447
200000, 0.028912, 0.037539, 0.028191
300000, 0.044452, 0.049639, 0.043250
400000, 0.059673, 0.064122, 0.057505
500000, 0.073083, 0.079157, 0.073256
600000, 0.091880, 0.091516, 0.088772
700000, 0.125473, 0.107888, 0.104968
800000, 0.124836, 0.124181, 0.121158
900000, 0.143059, 0.133771, 0.137895
1000000, 0.176320, 0.153670, 0.153376
1100000, 0.177222, 0.159416, 0.170762
1200000, 0.190857, 0.177169, 0.187110
1300000, 0.210206, 0.191883, 0.202999
1400000, 0.228432, 0.209734, 0.221645
1500000, 0.244933, 0.215439, 0.236407
1600000, 0.261311, 0.239150, 0.254414
1700000, 0.280939, 0.257784, 0.270322
1800000, 0.294806, 0.271355, 0.288150
1900000, 0.310941, 0.289471, 0.307981
2000000, 0.330937, 0.303365, 0.324358
0, 0.000000, 0.000147, 0.000000
100000, 0.013536, 0.025237, 0.013482
200000, 0.028923, 0.038093, 0.027886
300000, 0.052221, 0.053735, 0.042173
400000, 0.059407, 0.065062, 0.058084
500000, 0.075305, 0.080139, 0.073071
600000, 0.111912, 0.092995, 0.088902
700000, 0.106714, 0.108284, 0.104753
800000, 0.123401, 0.120984, 0.121383
900000, 0.142174, 0.136153, 0.137360
1000000, 0.160168, 0.153911, 0.154458
1100000, 0.173517, 0.164140, 0.170712
1200000, 0.190740, 0.183580, 0.188274
1300000, 0.208537, 0.200364, 0.202682
1400000, 0.231632, 0.212215, 0.220553
1500000, 0.246712, 0.218149, 0.236551
1600000, 0.265492, 0.231945, 0.254413
1700000, 0.279579, 0.247099, 0.271708
1800000, 0.296708, 0.270696, 0.287522
1900000, 0.318495, 0.281486, 0.306159
2000000, 0.328570, 0.291542, 0.326358
0, 0.000000, 0.000159, 0.000000
100000, 0.013816, 0.022034, 0.013577
200000, 0.028157, 0.035729, 0.028114
300000, 0.044675, 0.054360, 0.042237
400000, 0.058577, 0.068067, 0.057724
500000, 0.075309, 0.079701, 0.073262
600000, 0.112194, 0.095994, 0.088724
700000, 0.107815, 0.105504, 0.105024
800000, 0.140459, 0.120795, 0.120591
900000, 0.156183, 0.135259, 0.137597
1000000, 0.176294, 0.148314, 0.169556
1100000, 0.188388, 0.168589, 0.179839
1200000, 0.195065, 0.184272, 0.187534
1300000, 0.213122, 0.192100, 0.202772
1400000, 0.233543, 0.204124, 0.222638
1500000, 0.240280, 0.233144, 0.237918
1600000, 0.258637, 0.247793, 0.256327
1700000, 0.271622, 0.257124, 0.272786
1800000, 0.294080, 0.254049, 0.290716
1900000, 0.313763, 0.278238, 0.306100
2000000, 0.335402, 0.295254, 0.325964
0, 0.000000, 0.000175, 0.000001
100000, 0.013135, 0.025663, 0.013453
200000, 0.028176, 0.039480, 0.027607
300000, 0.044321, 0.049304, 0.042813
400000, 0.081990, 0.070797, 0.058064
500000, 0.075414, 0.079321, 0.073219
600000, 0.091808, 0.090624, 0.089100
700000, 0.107952, 0.110904, 0.105203
800000, 0.142467, 0.125381, 0.122554
900000, 0.144460, 0.140861, 0.137509
1000000, 0.156732, 0.155869, 0.160717
1100000, 0.183772, 0.159257, 0.170058
1200000, 0.188647, 0.181767, 0.186805
1300000, 0.211666, 0.197755, 0.202983
1400000, 0.225447, 0.211101, 0.220939
1500000, 0.241677, 0.218312, 0.236714
1600000, 0.265575, 0.239222, 0.253766
1700000, 0.274823, 0.256453, 0.272564
1800000, 0.296551, 0.266900, 0.288114
1900000, 0.317421, 0.279354, 0.304589
2000000, 0.327495, 0.296158, 0.326055
0, 0.000000, 0.000149, 0.000000
100000, 0.013125, 0.023848, 0.013450
200000, 0.028431, 0.035425, 0.028201
300000, 0.044932, 0.050492, 0.042418
400000, 0.058270, 0.070009, 0.057494
500000, 0.073933, 0.078848, 0.073008
600000, 0.091347, 0.094165, 0.088837
700000, 0.110104, 0.112473, 0.104973
800000, 0.126975, 0.120436, 0.120716
900000, 0.141787, 0.134154, 0.137330
1000000, 0.173073, 0.152502, 0.154725
1100000, 0.192616, 0.159966, 0.169820
1200000, 0.188976, 0.183435, 0.189076
1300000, 0.210013, 0.179287, 0.203957
1400000, 0.228226, 0.210103, 0.221758
1500000, 0.239391, 0.221235, 0.239606
1600000, 0.269001, 0.241513, 0.253951
1700000, 0.275763, 0.257301, 0.270030
1800000, 0.296210, 0.276181, 0.287498
1900000, 0.317282, 0.280658, 0.304388
2000000, 0.334455, 0.296300, 0.323375
0, 0.000000, 0.000163, 0.000000
100000, 0.013325, 0.019393, 0.013295
200000, 0.052009, 0.034575, 0.027815
300000, 0.068960, 0.047135, 0.042851
400000, 0.061537, 0.067860, 0.057518
500000, 0.096174, 0.081047, 0.073292
600000, 0.091356, 0.094729, 0.088814
700000, 0.111026, 0.107302, 0.105072
800000, 0.124612, 0.126561, 0.121638
900000, 0.147320, 0.130492, 0.138674
1000000, 0.158063, 0.154372, 0.153373
1100000, 0.175693, 0.161625, 0.169966
1200000, 0.192573, 0.186617, 0.186990
1300000, 0.208372, 0.197443, 0.203197
1400000, 0.225598, 0.204326, 0.221145
1500000, 0.240098, 0.224386, 0.238815
1600000, 0.262797, 0.230850, 0.254702
1700000, 0.280450, 0.248478, 0.271072
1800000, 0.293246, 0.268260, 0.287916
1900000, 0.309815, 0.285243, 0.339025
2000000, 0.357932, 0.304735, 0.361940
0, 0.000000, 0.000179, 0.000000
100000, 0.046405, 0.027785, 0.013527
200000, 0.029937, 0.038007, 0.027808
300000, 0.043426, 0.052832, 0.042692
400000, 0.059348, 0.066450, 0.057517
500000, 0.075344, 0.075637, 0.073051
600000, 0.090693, 0.095900, 0.088564
700000, 0.107497, 0.108025, 0.105085
800000, 0.125171, 0.124499, 0.121725
900000, 0.141243, 0.140854, 0.136730
1000000, 0.171886, 0.152527, 0.153465
1100000, 0.173458, 0.165361, 0.170800
1200000, 0.191842, 0.174036, 0.187711
1300000, 0.210249, 0.191455, 0.202805
1400000, 0.223870, 0.214834, 0.222361
1500000, 0.245501, 0.229875, 0.238941
1600000, 0.265276, 0.239386, 0.255609
1700000, 0.280096, 0.238256, 0.272048
1800000, 0.299041, 0.259707, 0.288702
1900000, 0.317118, 0.278599, 0.305051
2000000, 0.331838, 0.290619, 0.324042
0, 0.000000, 0.000292, 0.000000
100000, 0.023262, 0.026200, 0.013684
200000, 0.029804, 0.037956, 0.027642
300000, 0.043771, 0.048790, 0.042476
400000, 0.079719, 0.065790, 0.057967
500000, 0.081710, 0.079536, 0.072947
600000, 0.093535, 0.092181, 0.088922
700000, 0.107053, 0.107752, 0.105115
800000, 0.122857, 0.123345, 0.121766
900000, 0.156873, 0.133098, 0.137498
1000000, 0.157414, 0.152551, 0.153461
1100000, 0.174917, 0.163202, 0.170619
1200000, 0.189558, 0.183717, 0.187878
1300000, 0.204661, 0.194976, 0.203834
1400000, 0.228082, 0.196061, 0.221560
1500000, 0.242203, 0.223476, 0.238877
1600000, 0.264561, 0.239671, 0.254303
1700000, 0.273976, 0.247339, 0.271845
1800000, 0.293441, 0.268711, 0.287066
1900000, 0.307849, 0.285154, 0.305487
2000000, 0.329544, 0.288624, 0.325234
