Size, Seq, Par, Libc
1500000, 0.243621, 0.227102, 0.237028
2000000, 0.331980, 0.290028, 0.323775
2500000, 0.421768, 0.383036, 0.408420
3000000, 0.501965, 0.426405, 0.498963
3500000, 0.602056, 0.529852, 0.588855
4000000, 0.680009, 0.602195, 0.677798
4500000, 0.766182, 0.664621, 0.771891
5000000, 0.869527, 0.738833, 0.862468
5500000, 0.976356, 0.818682, 0.954079
6000000, 1.058539, 0.885559, 1.047533
6500000, 1.154180, 0.904322, 1.138972
7000000, 1.253874, 0.999386, 1.235249
7500000, 1.342338, 1.088697, 1.327890
8000000, 1.445314, 1.182614, 1.423041
8500000, 1.531089, 1.243849, 1.516631
9000000, 1.615381, 1.267895, 1.617671
9500000, 1.712986, 1.405227, 1.708398
10000000, 1.834927, 1.430294, 1.803608
0, 0.000000, 0.000173, 0.000001
500000, 0.075593, 0.079756, 0.073127
1000000, 0.171182, 0.152465, 0.153859
1500000, 0.249005, 0.226607, 0.236745
2000000, 0.331853, 0.298182, 0.323753
2500000, 0.412359, 0.372759, 0.412164
3000000, 0.504258, 0.431912, 0.498899
3500000, 0.586950, 0.520975, 0.586392
4000000, 0.701302, 0.566543, 0.679127
4500000, 0.800551, 0.657006, 0.771116
5000000, 0.870633, 0.731824, 0.861980
5500000, 0.971387, 0.786612, 0.954814
6000000, 1.085849, 0.875622, 1.048386
6500000, 1.161247, 0.979107, 1.139060
7000000, 1.261557, 1.024751, 1.231091
7500000, 1.344144, 1.087854, 1.326576
8000000, 1.455303, 1.150213, 1.422047
8500000, 1.518172, 1.266406, 1.516719
9000000, 1.629349, 1.310701, 1.614013
9500000, 1.766035, 1.417652, 1.707458
10000000, 1.833305, 1.467011, 1.803784
0, 0.000000, 0.000146, 0.000000
500000, 0.075630, 0.079778, 0.073118
1000000, 0.156873, 0.152496, 0.153625
1500000, 0.238198, 0.219707, 0.236318
2000000, 0.327637, 0.292132, 0.322009
2500000, 0.415889, 0.376963, 0.409855
3000000, 0.501684, 0.455368, 0.498297
3500000, 0.617176, 0.521885, 0.587980
4000000, 0.699099, 0.578572, 0.675605
4500000, 0.785250, 0.667795, 0.838053
5000000, 0.880461, 0.743344, 0.865395
5500000, 0.950931, 0.803290, 0.959229
6000000, 1.077908, 0.879889, 1.042574
6500000, 1.174523, 0.937675, 1.147028
7000000, 1.245105, 1.019864, 1.235811
7500000, 1.340130, 1.104494, 1.326679
8000000, 1.435800, 1.181235, 1.424769
8500000, 1.559943, 1.272218, 1.516573
9000000, 1.641457, 1.275787, 1.617850
9500000, 1.728230, 1.405505, 1.706455
10000000, 1.843044, 1.434234, 1.802937
0, 0.000000, 0.000172, 0.000000
500000, 0.074768, 0.079527, 0.073348
1000000, 0.168690, 0.154176, 0.153084
1500000, 0.242183, 0.219174, 0.237149
2000000, 0.324063, 0.293680, 0.322190
2500000, 0.414487, 0.370647, 0.412421
3000000, 0.505427, 0.444922, 0.495515
3500000, 0.616187, 0.518513, 0.587053
4000000, 0.688652, 0.590744, 0.678012
4500000, 0.779076, 0.659069, 0.770961
5000000, 0.888575, 0.724597, 0.856656
5500000, 0.955997, 0.822048, 0.955504
6000000, 1.073032, 0.897711, 1.045037
6500000, 1.177705, 0.973441, 1.142436
7000000, 1.251210, 1.043274, 1.235172
7500000, 1.378831, 1.091780, 1.330604
8000000, 1.426919, 1.159893, 1.425285
8500000, 1.541807, 1.229915, 1.516053
9000000, 1.621269, 1.279951, 1.619046
9500000, 1.705174, 1.362440, 1.707676
10000000, 1.853081, 1.456134, 1.805240
0, 0.000000, 0.000165, 0.000000
500000, 0.076346, 0.082655, 0.073698
1000000, 0.166870, 0.151895, 0.153564
1500000, 0.248702, 0.224286, 0.238816
2000000, 0.328800, 0.302886, 0.323108
2500000, 0.419864, 0.371761, 0.413413
3000000, 0.512698, 0.438933, 0.498548
3500000, 0.601978, 0.503228, 0.588964
4000000, 0.691479, 0.567839, 0.677417
4500000, 0.792009, 0.676134, 0.772815
5000000, 0.872589, 0.743853, 0.861533
5500000, 0.969937, 0.785113, 0.956720
6000000, 1.070227, 0.873171, 1.044658
6500000, 1.145977, 0.946247, 1.142376
7000000, 1.272570, 1.056233, 1.235768
7500000, 1.375269, 1.110812, 1.327854
8000000, 1.436355, 1.170280, 1.420651
8500000, 1.525787, 1.271503, 1.516181
9000000, 1.644325, 1.279139, 1.617591
9500000, 1.719035, 1.365380, 1.704749
10000000, 1.928840, 1.454684, 1.803987
0, 0.000000, 0.000449, 0.000001
500000, 0.087502, 0.078879, 0.073115
1000000, 0.155854, 0.151881, 0.154162
1500000, 0.242392, 0.216489, 0.237206
2000000, 0.323536, 0.276210, 0.322344
2500000, 0.419145, 0.372626, 0.410442
3000000, 0.505284, 0.424801, 0.499601
3500000, 0.590023, 0.520938, 0.588035
4000000, 0.700224, 0.577586, 0.677396
4500000, 0.783043, 0.661534, 0.770821
5000000, 0.860617, 0.753655, 0.861424
5500000, 0.957188, 0.822216, 0.956863
6000000, 1.078977, 0.867142, 1.047160
6500000, 1.162265, 0.934038, 1.141189
7000000, 1.250037, 1.012614, 1.255207
7500000, 1.364130, 1.119270, 1.330183
8000000, 1.429061, 1.185229, 1.423154
8500000, 1.535041, 1.261875, 1.513948
9000000, 1.636441, 1.332623, 1.618418
9500000, 1.780053, 1.405978, 1.708019
10000000, 1.802047, 1.468231, 1.805644
0, 0.000000, 0.000355, 0.000000
500000, 0.080368, 0.078705, 0.073097
1000000, 0.157676, 0.147872, 0.153160
1500000, 0.249938, 0.220092, 0.239425
2000000, 0.324319, 0.285501, 0.322238
2500000, 0.413120, 0.371495, 0.411227
3000000, 0.505259, 0.448295, 0.495349
3500000, 0.595850, 0.495689, 0.589098
4000000, 0.688290, 0.577240, 0.679180
4500000, 0.792197, 0.639702, 0.769822
5000000, 0.869060, 0.737484, 0.856703
5500000, 0.974160, 0.808087, 0.955967
6000000, 1.062774, 0.876739, 1.047532
6500000, 1.156738, 0.978084, 1.140987
7000000, 1.253480, 1.006963, 1.233693
7500000, 1.334459, 1.050747, 1.320783
8000000, 1.464914, 1.186349, 1.418535
8500000, 1.512172, 1.204725, 1.513983
9000000, 1.640911, 1.321624, 1.619323
9500000, 1.699476, 1.444047, 1.709608
10000000, 1.855856, 1.442963, 1.802373
0, 0.000000, 0.000181, 0.000001
500000, 0.086925, 0.077784, 0.073547
1000000, 0.157175, 0.153927, 0.153697
1500000, 0.245768, 0.221972, 0.237156
2000000, 0.331880, 0.303355, 0.324895
2500000, 0.420609, 0.363448, 0.409235
3000000, 0.499440, 0.444827, 0.498692
3500000, 0.595880, 0.520907, 0.591508
4000000, 0.696181, 0.579012, 0.681534
4500000, 0.844984, 0.629697, 0.771078
5000000, 0.868458, 0.737016, 0.860537
5500000, 0.979036, 0.813872, 0.953340
6000000, 1.058645, 0.852765, 1.063329
6500000, 1.155292, 0.971074, 1.143223
7000000, 1.277171, 1.028492, 1.231929
7500000, 1.346592, 1.119348, 1.328589
8000000, 1.422991, 1.178182, 1.418279
8500000, 1.559620, 1.256690, 1.542819
9000000, 1.616128, 1.369965, 1.615945
9500000, 1.712236, 1.374027, 1.707714
10000000, 1.847032, 1.512173, 1.803776
0, 0.000000, 0.000145, 0.000001
500000, 0.075675, 0.078988, 0.073474
1000000, 0.171502, 0.146120, 0.154090
1500000, 0.246909, 0.215357, 0.237057
2000000, 0.329917, 0.300652, 0.322875
2500000, 0.425584, 0.378826, 0.408220
3000000, 0.500211, 0.439292, 0.498958
3500000, 0.599515, 0.518916, 0.589874
4000000, 0.686779, 0.589330, 0.679146
4500000, 0.788064, 0.652731, 0.776055
5000000, 0.877308, 0.743686, 0.869476
5500000, 0.986074, 0.827380, 0.963896
6000000, 1.075696, 0.893708, 1.053194
6500000, 1.166927, 0.955795, 1.150476
7000000, 1.279102, 1.069063, 1.244670
7500000, 1.348215, 1.085439, 1.324796
8000000, 1.423749, 1.148030, 1.415495
8500000, 1.512092, 1.201205, 1.518331
9000000, 1.686477, 1.355514, 1.618366
9500000, 1.741670, 1.435513, 1.706164
10000000, 1.832001, 1.507236, 1.802878
0, 0.000000, 0.000617, 0.000001
500000, 0.093591, 0.083569, 0.072980
1000000, 0.158253, 0.151731, 0.153212
1500000, 0.246691, 0.230212, 0.237306
2000000, 0.324149, 0.296415, 0.325082
2500000, 0.417232, 0.367159, 0.410401
3000000, 0.503038, 0.423705, 0.497461
3500000, 0.602582, 0.507545, 0.590574
4000000, 0.684204, 0.580140, 0.674824
4500000, 0.783517, 0.664647, 0.770538
5000000, 0.873459, 0.756453, 0.863414
5500000, 0.979072, 0.814399, 0.955338
6000000, 1.065457, 0.883867, 1.042930
6500000, 1.152419, 0.936247, 1.139513
7000000, 1.270565, 1.038371, 1.234242
7500000, 1.334565, 1.125753, 1.325416
8000000, 1.427845, 1.178453, 1.421767
8500000, 1.538082, 1.254883, 1.513169
9000000, 1.656674, 1.287961, 1.617118
9500000, 1.695727, 1.412500, 1.707167
10000000, 1.802221, 1.446629, 1.804308
0, 0.000000, 0.000340, 0.000001
500000, 0.082702, 0.078338, 0.072947
1000000, 0.159201, 0.153777, 0.153047
1500000, 0.241079, 0.218657, 0.238511
2000000, 0.329759, 0.302306, 0.322939
2500000, 0.422525, 0.353391, 0.411475
3000000, 0.502227, 0.446524, 0.498551
3500000, 0.596703, 0.509303, 0.589219
4000000, 0.694005, 0.593670, 0.679547
4500000, 0.785489, 0.653174, 0.771136
5000000, 0.877807, 0.747634, 0.863390
5500000, 0.988723, 0.851690, 0.959264
6000000, 1.062411, 0.848057, 1.045750
6500000, 1.147199, 0.929914, 1.144365
7000000, 1.226411, 0.995368, 1.233403
7500000, 1.351448, 1.107217, 1.326593
8000000, 1.436500, 1.154999, 1.416475
8500000, 1.516733, 1.286207, 1.515801
9000000, 1.629748, 1.300836, 1.617959
9500000, 1.732268, 1.383546, 1.707817
10000000, 1.831947, 1.501608, 1.802872
0, 0.000000, 0.000423, 0.000001
500000, 0.076227, 0.081177, 0.073313
1000000, 0.170273, 0.147806, 0.153100
1500000, 0.243349, 0.223532, 0.238725
2000000, 0.329905, 0.296631, 0.322824
2500000, 0.418917, 0.380021, 0.415264
3000000, 0.509656, 0.445246, 0.498544
3500000, 0.595170, 0.523572, 0.588437
4000000, 0.687046, 0.567311, 0.680228
4500000, 0.774985, 0.665847, 0.770349
5000000, 0.864028, 0.730665, 0.863225
5500000, 0.964705, 0.816637, 0.957584
6000000, 1.059352, 0.879210, 1.046158
6500000, 1.151861, 0.947671, 1.142932
7000000, 1.242262, 1.032123, 1.240852
7500000, 1.329699, 1.108346, 1.326446
8000000, 1.464762, 1.213313, 1.419910
8500000, 1.527892, 1.242290, 1.517854
9000000, 1.712112, 1.276751, 1.615950
9500000, 1.686792, 1.454482, 1.709999
10000000, 1.866463, 1.409896, 1.808108
0, 0.000000, 0.000218, 0.000000
500000, 0.075330, 0.080455, 0.073167
1000000, 0.158725, 0.149150, 0.153656
1500000, 0.244061, 0.213889, 0.238223
2000000, 0.341594, 0.281298, 0.321304
2500000, 0.417916, 0.361766, 0.412790
3000000, 0.496070, 0.438050, 0.499718
3500000, 0.604791, 0.513310, 0.592213
4000000, 0.687346, 0.585399, 0.681786
4500000, 0.785615, 0.661629, 0.772967
5000000, 0.885167, 0.748970, 0.864010
5500000, 0.971033, 0.809602, 0.957897
6000000, 1.057929, 0.889353, 1.046108
6500000, 1.150551, 0.957495, 1.141298
7000000, 1.226920, 1.000093, 1.236020
7500000, 1.350468, 1.079995, 1.326033
8000000, 1.426989, 1.141004, 1.424013
8500000, 1.586228, 1.277108, 1.516191
9000000, 1.619242, 1.325341, 1.612835
9500000, 1.709878, 1.382010, 1.706659
10000000, 1.803575, 1.463475, 1.802983
0, 0.000000, 0.000158, 0.000000
500000, 0.075623, 0.079791, 0.072980
1000000, 0.158461, 0.150058, 0.153266
1500000, 0.241834, 0.220418, 0.239706
2000000, 0.330290, 0.290804, 0.322580
2500000, 0.418365, 0.366137, 0.412954
3000000, 0.507350, 0.426860, 0.500670
3500000, 0.593188, 0.504403, 0.587726
4000000, 0.689146, 0.588330, 0.680332
4500000, 0.800312, 0.653653, 0.769696
5000000, 0.860045, 0.731448, 0.862096
5500000, 0.966168, 0.788163, 0.955404
6000000, 1.068047, 0.868412, 1.049794
6500000, 1.160851, 0.957408, 1.143980
7000000, 1.236047, 1.007938, 1.234134
7500000, 1.337511, 1.070476, 1.327118
8000000, 1.444262, 1.158869, 1.426339
8500000, 1.559499, 1.256041, 1.514689
9000000, 1.626477, 1.255524, 1.611851
9500000, 1.734228, 1.387911, 1.703846
10000000, 1.815716, 1.435501, 1.802068
0, 0.000000, 0.000173, 0.000000
500000, 0.074457, 0.079099, 0.073187
1000000, 0.157920, 0.153200, 0.153943
1500000, 0.240357, 0.223422, 0.236579
2000000, 0.326855, 0.295976, 0.324738
2500000, 0.418793, 0.361186, 0.409698
3000000, 0.507042, 0.448985, 0.502458
3500000, 0.609034, 0.512963, 0.591269
4000000, 0.690046, 0.591969, 0.682563
4500000, 0.800197, 0.669704, 0.771171
5000000, 0.877054, 0.753728, 0.860711
5500000, 0.972149, 0.805838, 0.955161
6000000, 1.058912, 0.894911, 1.050955
6500000, 1.163109, 0.928495, 1.138366
7000000, 1.254011, 1.040694, 1.235415
7500000, 1.344931, 1.117977, 1.329139
8000000, 1.429948, 1.183044, 1.427877
8500000, 1.549428, 1.246671, 1.526878
9000000, 1.633054, 1.320953, 1.615009
9500000, 1.768764, 1.343316, 1.706991
10000000, 1.815206, 1.467882, 1.806204
0, 0.000000, 0.000138, 0.000000
500000, 0.084066, 0.081971, 0.073309
1000000, 0.158509, 0.146888, 0.155874
1500000, 0.247302, 0.224924, 0.237529
2000000, 0.335162, 0.305401, 0.322546
2500000, 0.413933, 0.374865, 0.409360
3000000, 0.504192, 0.432630, 0.498976
3500000, 0.595001, 0.526857, 0.589160
4000000, 0.677012, 0.584370, 0.678169
4500000, 0.788885, 0.669068, 0.773203
5000000, 0.867966, 0.692842, 0.864927
5500000, 0.968512, 0.820307, 0.955048
6000000, 1.056786, 0.883811, 1.047043
6500000, 1.176270, 0.912657, 1.137131
7000000, 1.236969, 0.982425, 1.236116
7500000, 1.338341, 1.118726, 1.333905
8000000, 1.465935, 1.168297, 1.421571
8500000, 1.546050, 1.270222, 1.518169
9000000, 1.631964, 1.340449, 1.617598
9500000, 1.752150, 1.376925, 1.706834
10000000, 1.848140, 1.430506, 1.809426
0, 0.000000, 0.000173, 0.000001
500000, 0.073970, 0.077945, 0.074052
1000000, 0.171084, 0.149318, 0.155923
1500000, 0.246549, 0.209193, 0.237353
2000000, 0.329957, 0.298059, 0.323886
2500000, 0.420917, 0.365276, 0.410042
3000000, 0.505754, 0.448148, 0.498910
3500000, 0.593699, 0.522012, 0.590413
4000000, 0.713149, 0.590084, 0.680793
4500000, 0.786250, 0.654245, 0.775017
5000000, 0.867661, 0.747897, 0.861250
5500000, 0.958808, 0.772999, 0.957512
6000000, 1.052395, 0.870212, 1.048996
6500000, 1.174534, 0.946829, 1.138770
7000000, 1.240469, 1.011623, 1.236756
7500000, 1.355273, 1.075547, 1.326186
8000000, 1.426828, 1.152676, 1.420976
8500000, 1.542500, 1.201791, 1.519812
9000000, 1.612900, 1.332138, 1.619721
9500000, 1.768074, 1.431274, 1.706466
10000000, 1.811734, 1.471720, 1.807794
