Size, Seq, Par, Libc
110000, 0.015115, 0.026954, 0.015003
120000, 0.016331, 0.024237, 0.016107
130000, 0.018630, 0.027104, 0.018045
140000, 0.019582, 0.028278, 0.019313
150000, 0.048104, 0.032101, 0.020643
160000, 0.022368, 0.038014, 0.022549
170000, 0.024293, 0.034324, 0.023749
180000, 0.026106, 0.033615, 0.025243
190000, 0.026916, 0.033894, 0.026276
200000, 0.028814, 0.035256, 0.027978
210000, 0.029870, 0.038424, 0.029161
220000, 0.031256, 0.040435, 0.031047
230000, 0.034548, 0.041291, 0.032285
240000, 0.035459, 0.042497, 0.033944
250000, 0.069460, 0.042833, 0.034695
260000, 0.071571, 0.049619, 0.036321
270000, 0.069844, 0.048924, 0.037990
280000, 0.048958, 0.047122, 0.039753
290000, 0.042216, 0.048749, 0.041509
300000, 0.043136, 0.048448, 0.042160
310000, 0.045143, 0.050172, 0.044048
320000, 0.046473, 0.055120, 0.045470
330000, 0.067049, 0.056380, 0.046771
340000, 0.050716, 0.058498, 0.048709
350000, 0.073956, 0.058097, 0.050387
360000, 0.051984, 0.061140, 0.051822
370000, 0.054004, 0.058833, 0.053029
380000, 0.055161, 0.061311, 0.054662
390000, 0.085410, 0.063575, 0.055987
400000, 0.077859, 0.063391, 0.058056
410000, 0.061096, 0.063968, 0.059769
420000, 0.086525, 0.069984, 0.060764
430000, 0.084357, 0.068253, 0.062196
440000, 0.065591, 0.067830, 0.063968
450000, 0.068095, 0.070945, 0.065393
460000, 0.068447, 0.077202, 0.067090
470000, 0.071075, 0.072451, 0.068318
480000, 0.094627, 0.075725, 0.070024
490000, 0.072552, 0.077824, 0.072100
500000, 0.074967, 0.078742, 0.072828
510000, 0.076992, 0.080544, 0.075004
520000, 0.078013, 0.079313, 0.075817
530000, 0.078327, 0.083391, 0.077708
540000, 0.080474, 0.084531, 0.079592
550000, 0.083029, 0.085730, 0.081183
560000, 0.085413, 0.091048, 0.082677
570000, 0.086346, 0.090164, 0.085554
580000, 0.087018, 0.091541, 0.086054
590000, 0.090861, 0.093303, 0.087111
600000, 0.092361, 0.095984, 0.089188
610000, 0.093675, 0.094390, 0.090749
620000, 0.094431, 0.097564, 0.092411
630000, 0.118709, 0.097283, 0.094005
640000, 0.097696, 0.099248, 0.096090
650000, 0.114580, 0.100416, 0.096876
660000, 0.099737, 0.098255, 0.098294
670000, 0.122434, 0.103557, 0.100215
680000, 0.101060, 0.103127, 0.102052
690000, 0.104467, 0.107850, 0.104143
700000, 0.106758, 0.111974, 0.105633
710000, 0.109409, 0.109147, 0.107159
720000, 0.109918, 0.109529, 0.108245
730000, 0.111148, 0.114046, 0.110412
740000, 0.114218, 0.114835, 0.111456
750000, 0.116019, 0.116239, 0.113227
760000, 0.119147, 0.116461, 0.116294
770000, 0.119253, 0.120920, 0.115950
780000, 0.122358, 0.121101, 0.117444
790000, 0.138473, 0.122424, 0.119469
800000, 0.124037, 0.124595, 0.120789
810000, 0.131838, 0.124250, 0.122837
820000, 0.130780, 0.126017, 0.124061
830000, 0.127878, 0.126228, 0.126378
840000, 0.130313, 0.126470, 0.127316
850000, 0.134150, 0.131543, 0.129267
860000, 0.134346, 0.129007, 0.131153
870000, 0.138941, 0.131762, 0.132299
880000, 0.138222, 0.135646, 0.134208
890000, 0.151617, 0.133854, 0.135271
900000, 0.141344, 0.132973, 0.137510
910000, 0.141673, 0.137458, 0.141402
920000, 0.146313, 0.138235, 0.139883
930000, 0.143113, 0.132760, 0.141348
940000, 0.146046, 0.141381, 0.143453
950000, 0.147767, 0.146045, 0.145422
960000, 0.150613, 0.143433, 0.147380
970000, 0.150825, 0.151018, 0.148519
980000, 0.172009, 0.153686, 0.150061
990000, 0.153044, 0.151270, 0.151918
1000000, 0.156090, 0.150653, 0.155463
0, 0.000000, 0.000159, 0.000000
10000, 0.001092, 0.012653, 0.001083
20000, 0.002434, 0.015229, 0.002341
30000, 0.003774, 0.023300, 0.003652
40000, 0.005144, 0.025101, 0.005038
50000, 0.006705, 0.021057, 0.006354
60000, 0.008050, 0.023317, 0.007780
70000, 0.009370, 0.018055, 0.009203
80000, 0.010779, 0.023815, 0.010532
90000, 0.012308, 0.022955, 0.011968
100000, 0.013800, 0.023527, 0.013444
110000, 0.014991, 0.028761, 0.015178
120000, 0.016311, 0.023541, 0.016521
130000, 0.017568, 0.028315, 0.017968
140000, 0.019886, 0.029294, 0.019195
150000, 0.045271, 0.029463, 0.020751
160000, 0.022822, 0.031850, 0.021975
170000, 0.034458, 0.032719, 0.023516
180000, 0.025774, 0.034323, 0.024617
190000, 0.027677, 0.039293, 0.026467
200000, 0.037000, 0.037317, 0.027919
210000, 0.029205, 0.036241, 0.028991
220000, 0.059023, 0.039181, 0.030956
230000, 0.032851, 0.039699, 0.031806
240000, 0.044225, 0.044303, 0.033847
250000, 0.035665, 0.043595, 0.035237
260000, 0.038163, 0.046078, 0.036975
270000, 0.061873, 0.045281, 0.038696
280000, 0.041030, 0.047575, 0.040172
290000, 0.067055, 0.048539, 0.040987
300000, 0.044790, 0.049821, 0.042462
310000, 0.053437, 0.054760, 0.043911
320000, 0.045964, 0.054281, 0.045362
330000, 0.047678, 0.055258, 0.046868
340000, 0.066681, 0.056793, 0.048766
350000, 0.073949, 0.060008, 0.050031
360000, 0.053921, 0.058206, 0.052642
370000, 0.055665, 0.063464, 0.053062
380000, 0.055934, 0.063444, 0.055141
390000, 0.081448, 0.064400, 0.056280
400000, 0.086100, 0.065371, 0.058122
410000, 0.060457, 0.069238, 0.059248
420000, 0.062794, 0.065772, 0.060952
430000, 0.063729, 0.069073, 0.062315
440000, 0.066479, 0.071189, 0.064001
450000, 0.068772, 0.070328, 0.064875
460000, 0.087893, 0.074768, 0.066853
470000, 0.068683, 0.073531, 0.068993
480000, 0.074344, 0.076649, 0.070070
490000, 0.095238, 0.079166, 0.071707
500000, 0.076620, 0.083148, 0.073653
510000, 0.076348, 0.081148, 0.074905
520000, 0.080508, 0.082906, 0.076089
530000, 0.078942, 0.082506, 0.077736
540000, 0.081352, 0.082376, 0.079596
550000, 0.082733, 0.084877, 0.081007
560000, 0.084674, 0.088132, 0.082864
570000, 0.085951, 0.089188, 0.084068
580000, 0.086445, 0.092420, 0.085947
590000, 0.095542, 0.094013, 0.087165
600000, 0.093279, 0.092336, 0.089091
610000, 0.091693, 0.095466, 0.090201
620000, 0.094101, 0.099036, 0.092167
630000, 0.097271, 0.100670, 0.093748
640000, 0.097570, 0.100168, 0.095165
650000, 0.097637, 0.099213, 0.096537
660000, 0.100229, 0.104738, 0.098464
670000, 0.101843, 0.102058, 0.100497
680000, 0.103256, 0.104629, 0.102036
690000, 0.105854, 0.103284, 0.104353
700000, 0.108730, 0.108406, 0.104905
710000, 0.108005, 0.107570, 0.106744
720000, 0.132540, 0.114944, 0.108681
730000, 0.110092, 0.116525, 0.109544
740000, 0.135421, 0.112707, 0.111649
750000, 0.114798, 0.115884, 0.113403
760000, 0.136728, 0.115947, 0.114209
770000, 0.136965, 0.119022, 0.116411
780000, 0.120839, 0.122487, 0.117770
790000, 0.120283, 0.119312, 0.118720
800000, 0.123026, 0.121984, 0.122465
810000, 0.126794, 0.125466, 0.122331
820000, 0.125992, 0.125688, 0.124002
830000, 0.129334, 0.126748, 0.125163
840000, 0.132498, 0.131048, 0.127900
850000, 0.136095, 0.125222, 0.129379
860000, 0.134124, 0.134096, 0.131276
870000, 0.150220, 0.126466, 0.132297
880000, 0.139973, 0.134350, 0.133986
890000, 0.137231, 0.130051, 0.135406
900000, 0.158626, 0.134310, 0.137292
910000, 0.142590, 0.134299, 0.138518
920000, 0.144080, 0.135318, 0.139900
930000, 0.144564, 0.138468, 0.142372
940000, 0.146534, 0.142860, 0.143558
950000, 0.148717, 0.141266, 0.145619
960000, 0.168904, 0.147950, 0.146838
970000, 0.153926, 0.153349, 0.148547
980000, 0.153443, 0.149582, 0.150092
990000, 0.155999, 0.145857, 0.153045
1000000, 0.159078, 0.153886, 0.154042
0, 0.000000, 0.000440, 0.000001
10000, 0.002970, 0.019173, 0.001097
20000, 0.002498, 0.021771, 0.002338
30000, 0.003800, 0.017966, 0.003657
40000, 0.005267, 0.029842, 0.004991
50000, 0.006767, 0.017594, 0.006346
60000, 0.008328, 0.016105, 0.007775
70000, 0.009757, 0.027376, 0.009220
80000, 0.011044, 0.024495, 0.010584
90000, 0.012329, 0.027985, 0.012070
100000, 0.013693, 0.020167, 0.013391
110000, 0.014764, 0.027325, 0.014961
120000, 0.016659, 0.025458, 0.016467
130000, 0.018086, 0.035328, 0.017899
140000, 0.019001, 0.027926, 0.019326
150000, 0.020526, 0.028753, 0.020265
160000, 0.021986, 0.032801, 0.021920
170000, 0.045006, 0.031379, 0.023880
180000, 0.026077, 0.032887, 0.025236
190000, 0.027049, 0.036127, 0.025924
200000, 0.047586, 0.036912, 0.028117
210000, 0.030524, 0.036549, 0.029568
220000, 0.054630, 0.038088, 0.030952
230000, 0.034262, 0.040202, 0.032326
240000, 0.062750, 0.043800, 0.033323
250000, 0.036715, 0.043925, 0.035046
260000, 0.037036, 0.045360, 0.037011
270000, 0.064915, 0.045491, 0.038028
280000, 0.039623, 0.047845, 0.039502
290000, 0.066371, 0.047357, 0.041543
300000, 0.052262, 0.051825, 0.042369
310000, 0.069123, 0.056160, 0.044449
320000, 0.066368, 0.054522, 0.045294
330000, 0.048434, 0.056320, 0.047733
340000, 0.048588, 0.056782, 0.048550
350000, 0.050775, 0.055691, 0.050693
360000, 0.054197, 0.060408, 0.052353
370000, 0.053582, 0.061123, 0.053423
380000, 0.056007, 0.061317, 0.054606
390000, 0.057742, 0.064604, 0.056112
400000, 0.081492, 0.068950, 0.058103
410000, 0.060129, 0.067601, 0.060036
420000, 0.081603, 0.069236, 0.060704
430000, 0.064074, 0.069639, 0.062463
440000, 0.065540, 0.068131, 0.063746
450000, 0.067501, 0.072060, 0.065559
460000, 0.068941, 0.073715, 0.067560
470000, 0.069469, 0.079087, 0.068385
480000, 0.072297, 0.075718, 0.070018
490000, 0.073128, 0.074391, 0.072015
500000, 0.096418, 0.080379, 0.073460
510000, 0.078068, 0.077225, 0.074488
520000, 0.077480, 0.081524, 0.075952
530000, 0.080944, 0.085023, 0.077890
540000, 0.081232, 0.085324, 0.079598
550000, 0.082552, 0.083362, 0.081077
560000, 0.105929, 0.088871, 0.083151
570000, 0.085445, 0.088347, 0.084312
580000, 0.089177, 0.090140, 0.085624
590000, 0.107887, 0.091578, 0.087343
600000, 0.091390, 0.095594, 0.089187
610000, 0.091663, 0.091586, 0.091652
620000, 0.094756, 0.097907, 0.092267
630000, 0.103116, 0.097277, 0.093740
640000, 0.098377, 0.099174, 0.095203
650000, 0.100667, 0.098512, 0.096519
660000, 0.104596, 0.102586, 0.097937
670000, 0.102187, 0.103917, 0.100332
680000, 0.105457, 0.106501, 0.101740
690000, 0.106408, 0.106650, 0.103419
700000, 0.107078, 0.106199, 0.105263
710000, 0.112588, 0.107107, 0.106571
720000, 0.108442, 0.111740, 0.108971
730000, 0.127662, 0.113091, 0.109716
740000, 0.113818, 0.113259, 0.111518
750000, 0.115703, 0.117345, 0.112838
760000, 0.116450, 0.113985, 0.114572
770000, 0.119167, 0.110351, 0.115827
780000, 0.122867, 0.121367, 0.117424
790000, 0.122328, 0.122092, 0.120138
800000, 0.124241, 0.123531, 0.121917
810000, 0.130967, 0.124263, 0.122376
820000, 0.128305, 0.124690, 0.125132
830000, 0.145861, 0.128340, 0.125565
840000, 0.129459, 0.133838, 0.128236
850000, 0.139523, 0.125113, 0.129603
860000, 0.132369, 0.128541, 0.130739
870000, 0.135778, 0.131572, 0.132831
880000, 0.136918, 0.134520, 0.133805
890000, 0.139637, 0.138916, 0.136320
900000, 0.144463, 0.139550, 0.136758
910000, 0.141136, 0.137194, 0.138408
920000, 0.150602, 0.140210, 0.141632
930000, 0.144688, 0.140929, 0.142305
940000, 0.146699, 0.143484, 0.144909
950000, 0.150596, 0.147783, 0.145333
960000, 0.164696, 0.146227, 0.147101
970000, 0.152698, 0.150981, 0.148145
980000, 0.151765, 0.148172, 0.151081
990000, 0.157598, 0.149431, 0.152111
1000000, 0.158776, 0.160667, 0.153340
0, 0.000000, 0.000156, 0.000000
10000, 0.001083, 0.018396, 0.001085
20000, 0.002531, 0.019831, 0.002333
30000, 0.003848, 0.019945, 0.003638
40000, 0.005201, 0.018805, 0.004979
50000, 0.006504, 0.015566, 0.006364
60000, 0.008140, 0.020726, 0.007749
70000, 0.009882, 0.018227, 0.009330
80000, 0.010973, 0.021078, 0.010613
90000, 0.012296, 0.023704, 0.012075
100000, 0.013705, 0.027698, 0.013456
110000, 0.014711, 0.027460, 0.015033
120000, 0.016374, 0.026490, 0.016390
130000, 0.017835, 0.027523, 0.017950
140000, 0.019535, 0.026645, 0.018964
150000, 0.044317, 0.030176, 0.020476
160000, 0.021935, 0.031139, 0.021948
170000, 0.033012, 0.033545, 0.023209
180000, 0.037334, 0.035528, 0.024813
190000, 0.026798, 0.035870, 0.026419
200000, 0.039176, 0.037349, 0.027974
210000, 0.054640, 0.037409, 0.029337
220000, 0.031915, 0.037965, 0.030965
230000, 0.055375, 0.040721, 0.031827
240000, 0.034976, 0.043373, 0.033432
250000, 0.035605, 0.046753, 0.035487
260000, 0.059497, 0.043243, 0.036329
270000, 0.038900, 0.045276, 0.038293
280000, 0.062283, 0.045691, 0.039889
290000, 0.042547, 0.048078, 0.041547
300000, 0.064906, 0.051363, 0.042237
310000, 0.044200, 0.051212, 0.044033
320000, 0.046559, 0.054317, 0.045449
330000, 0.067753, 0.054491, 0.047209
340000, 0.068567, 0.059525, 0.048803
350000, 0.050918, 0.054413, 0.050366
360000, 0.052941, 0.057165, 0.051641
370000, 0.054626, 0.060805, 0.053290
380000, 0.056221, 0.062094, 0.054969
390000, 0.057026, 0.063516, 0.056149
400000, 0.059027, 0.068176, 0.058004
410000, 0.060143, 0.068599, 0.059193
420000, 0.062596, 0.065217, 0.060689
430000, 0.071971, 0.067321, 0.062289
440000, 0.066098, 0.072798, 0.064562
450000, 0.067504, 0.074289, 0.065310
460000, 0.068697, 0.074024, 0.067016
470000, 0.071484, 0.080415, 0.068332
480000, 0.089951, 0.076497, 0.069968
490000, 0.072933, 0.081039, 0.071714
500000, 0.074861, 0.081012, 0.073118
510000, 0.076843, 0.080851, 0.074985
520000, 0.099929, 0.083447, 0.076808
530000, 0.080291, 0.086116, 0.077780
540000, 0.081180, 0.085893, 0.079907
550000, 0.091295, 0.086100, 0.081643
560000, 0.084003, 0.085503, 0.082748
570000, 0.087515, 0.089724, 0.085652
580000, 0.088878, 0.092314, 0.085983
590000, 0.106851, 0.093039, 0.086981
600000, 0.111689, 0.094124, 0.089210
610000, 0.099141, 0.092036, 0.090429
620000, 0.094148, 0.093582, 0.091865
630000, 0.118020, 0.101971, 0.093908
640000, 0.096614, 0.100086, 0.095619
650000, 0.099064, 0.102214, 0.096848
660000, 0.101158, 0.106280, 0.099507
670000, 0.107806, 0.102486, 0.100587
680000, 0.106973, 0.103584, 0.101784
690000, 0.128172, 0.105069, 0.103860
700000, 0.122615, 0.109163, 0.105317
710000, 0.107996, 0.109162, 0.106713
720000, 0.109317, 0.108783, 0.109743
730000, 0.114749, 0.112288, 0.109635
740000, 0.113296, 0.116827, 0.111416
750000, 0.114572, 0.110346, 0.112816
760000, 0.118026, 0.114452, 0.114933
770000, 0.119311, 0.116058, 0.115969
780000, 0.119869, 0.114999, 0.118092
790000, 0.124172, 0.119469, 0.119131
800000, 0.125279, 0.125026, 0.121210
810000, 0.125324, 0.124893, 0.122253
820000, 0.126760, 0.130694, 0.124244
830000, 0.125492, 0.129656, 0.127594
840000, 0.132175, 0.127031, 0.127726
850000, 0.133164, 0.131590, 0.129381
860000, 0.152393, 0.131809, 0.130383
870000, 0.139673, 0.132576, 0.132850
880000, 0.135640, 0.135497, 0.135334
890000, 0.137334, 0.120827, 0.135513
900000, 0.140667, 0.138601, 0.137299
910000, 0.159340, 0.142833, 0.138151
920000, 0.145854, 0.136008, 0.141668
930000, 0.149847, 0.138888, 0.142979
940000, 0.161161, 0.144148, 0.143561
950000, 0.151442, 0.144104, 0.145486
960000, 0.155083, 0.147137, 0.147702
970000, 0.153404, 0.142002, 0.149094
980000, 0.156719, 0.141312, 0.151578
990000, 0.154300, 0.150522, 0.151740
1000000, 0.155725, 0.149017, 0.153531
0, 0.000000, 0.000172, 0.000000
10000, 0.001048, 0.017454, 0.001089
20000, 0.002439, 0.013338, 0.002335
30000, 0.003762, 0.023735, 0.003636
40000, 0.005141, 0.018732, 0.004980
50000, 0.006635, 0.020464, 0.006437
60000, 0.007999, 0.017927, 0.007807
70000, 0.009495, 0.024901, 0.009248
80000, 0.011084, 0.022353, 0.010582
90000, 0.011902, 0.022482, 0.012009
100000, 0.013463, 0.025509, 0.013516
110000, 0.015280, 0.025793, 0.014755
120000, 0.016467, 0.026672, 0.016520
130000, 0.017745, 0.026912, 0.017245
140000, 0.019658, 0.033405, 0.019267
150000, 0.020923, 0.031436, 0.021071
160000, 0.049751, 0.030946, 0.021942
170000, 0.046479, 0.034498, 0.024009
180000, 0.048847, 0.032961, 0.024868
190000, 0.027316, 0.035798, 0.026666
200000, 0.055069, 0.035963, 0.027375
210000, 0.029809, 0.039179, 0.029384
220000, 0.058109, 0.039474, 0.031072
230000, 0.034024, 0.041894, 0.032470
240000, 0.034740, 0.040594, 0.033585
250000, 0.057249, 0.044160, 0.034930
260000, 0.059225, 0.048627, 0.036230
270000, 0.061664, 0.045912, 0.038512
280000, 0.040885, 0.048059, 0.039654
290000, 0.042293, 0.050779, 0.041808
300000, 0.044199, 0.048895, 0.042357
310000, 0.066567, 0.051734, 0.043875
320000, 0.065359, 0.052142, 0.045818
330000, 0.047524, 0.056914, 0.047917
340000, 0.062789, 0.057200, 0.049156
350000, 0.051421, 0.058494, 0.050706
360000, 0.054043, 0.062855, 0.052304
370000, 0.053983, 0.059971, 0.053372
380000, 0.076899, 0.060783, 0.055262
390000, 0.057063, 0.063162, 0.057130
400000, 0.060414, 0.066195, 0.057719
410000, 0.061570, 0.065134, 0.059530
420000, 0.080997, 0.068267, 0.060786
430000, 0.086750, 0.067970, 0.062488
440000, 0.065258, 0.072498, 0.063944
450000, 0.068310, 0.069829, 0.065322
460000, 0.070432, 0.075780, 0.066929
470000, 0.070057, 0.076193, 0.068578
480000, 0.071808, 0.075280, 0.070345
490000, 0.075009, 0.077122, 0.071460
500000, 0.075735, 0.077466, 0.074060
510000, 0.077064, 0.080327, 0.074532
520000, 0.078816, 0.082414, 0.075899
530000, 0.078992, 0.085440, 0.077765
540000, 0.089080, 0.088055, 0.079749
550000, 0.082754, 0.087419, 0.081093
560000, 0.084427, 0.087644, 0.082650
570000, 0.085217, 0.085354, 0.084136
580000, 0.088447, 0.088779, 0.086098
